ID,FICO_Score,Dataset_Name,Model_Name,Sampling_Technique
47,539,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
48,594,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
49,442,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
50,470,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
51,651,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
52,727,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
53,765,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
54,582,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
55,570,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
56,503,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
57,517,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
58,819,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
59,715,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
60,661,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
61,568,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
62,610,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
63,486,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
64,636,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
65,516,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
66,473,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
67,513,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
68,488,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
69,480,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
70,666,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
71,594,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
72,698,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
73,763,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
74,675,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
75,592,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
76,655,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
77,463,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
78,810,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
79,537,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
80,577,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
81,452,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
82,698,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
83,466,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
84,458,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
85,416,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
86,823,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
87,431,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
88,565,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
89,571,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
90,779,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
91,762,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
92,533,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
93,452,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
94,601,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
95,422,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
96,673,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
97,672,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
98,549,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
99,664,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
100,426,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
101,528,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
102,449,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
103,767,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
104,682,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
105,690,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
106,475,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
107,494,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
108,761,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
109,743,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
110,491,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
111,518,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
112,768,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
113,692,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
114,667,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
115,746,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
116,684,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
117,474,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
118,475,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
119,583,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
120,726,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
121,572,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
122,486,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
123,816,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
124,524,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
125,558,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
126,750,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
127,614,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
128,665,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
129,537,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
130,576,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
131,640,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
132,490,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
133,564,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
134,512,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
135,787,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
136,635,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
137,557,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
138,624,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
139,714,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
140,576,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
141,570,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
142,538,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
143,598,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
144,511,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
145,535,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
146,551,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
147,614,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
148,489,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
149,580,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
150,587,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
151,490,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
152,471,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
153,517,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
154,430,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
155,493,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
156,590,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
157,806,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
158,694,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
159,553,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
160,621,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
161,625,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
162,550,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
163,572,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
164,533,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
165,637,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
166,549,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
167,514,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
168,696,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
169,588,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
170,429,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
171,736,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
172,604,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
173,547,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
174,767,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
175,641,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
176,555,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
177,652,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
178,593,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
179,715,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
180,582,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
181,554,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
182,735,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
183,683,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
184,457,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
185,572,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
186,497,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
187,655,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
188,641,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
189,523,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
190,793,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
191,620,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
192,422,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
193,452,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
194,539,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
195,508,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
196,665,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
197,510,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
198,691,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
199,637,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
200,658,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
201,522,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
202,636,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
203,577,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
204,554,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
205,555,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
206,594,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
207,573,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
208,590,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
209,479,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
210,618,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
211,568,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
212,484,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
213,784,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
214,693,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
215,513,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
216,665,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
217,475,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
218,476,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
219,741,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
220,615,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
221,479,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
222,696,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
223,670,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
224,557,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
225,527,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
226,788,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
227,501,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
228,713,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
229,553,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
230,572,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
231,649,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
232,518,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
233,723,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
234,585,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
235,732,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
236,469,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
237,606,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
238,590,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
239,552,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
240,700,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
241,452,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
242,695,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
243,617,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
244,732,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
245,758,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
246,628,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
247,668,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
248,502,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
249,509,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
250,545,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
251,542,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
252,590,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
253,479,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
254,495,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
255,611,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
256,704,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
257,594,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
258,635,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
259,619,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
260,545,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
261,776,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
262,452,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
263,767,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
264,763,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
265,637,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
266,705,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
267,748,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
268,542,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
269,707,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
270,693,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
271,717,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
272,738,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
273,421,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
274,663,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
275,638,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
276,541,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
277,736,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
278,456,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
279,455,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
280,534,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
281,430,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
282,676,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
283,511,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
284,731,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
285,496,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
286,526,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
287,441,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
288,587,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
289,761,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
290,469,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
291,472,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
292,618,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
293,536,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
294,770,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
295,585,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
296,484,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
297,515,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
298,501,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
299,650,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
300,638,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
301,678,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
302,764,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
303,577,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
304,514,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
305,729,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
306,487,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
307,650,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
308,653,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
309,758,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
310,523,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
311,672,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
312,671,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
313,425,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
314,645,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
315,656,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
316,757,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
317,558,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
318,690,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
319,796,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
320,562,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
321,523,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
322,517,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
323,590,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
324,611,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
325,483,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
326,714,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
327,508,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
328,495,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
329,544,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
330,573,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
331,619,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
332,444,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
333,642,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
334,518,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
335,766,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
336,773,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
337,635,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
338,734,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
339,808,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
340,549,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
341,561,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
342,472,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
343,538,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
344,785,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
345,704,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
346,532,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
347,423,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
348,524,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
349,476,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
350,830,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
351,710,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
352,594,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
353,592,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
354,698,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
355,828,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
356,737,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
357,495,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
358,494,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
359,746,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
360,633,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
361,648,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
362,707,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
363,653,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
364,493,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
365,463,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
366,659,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
367,738,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
368,474,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
369,713,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
370,508,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
371,501,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
372,632,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
373,542,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
374,436,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
375,788,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
376,627,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
377,606,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
378,653,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
379,551,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
380,512,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
381,745,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
382,552,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
383,452,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
384,486,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
385,546,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
386,617,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
387,559,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
388,606,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
389,760,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
390,596,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
391,580,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
392,510,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
393,494,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
394,702,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
395,457,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
396,649,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
397,708,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
398,776,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
399,704,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
400,680,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
401,668,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
402,539,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
403,686,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
404,611,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
405,438,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
406,714,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
407,465,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
408,768,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
409,800,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
410,609,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
411,500,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
412,491,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
413,557,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
414,756,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
415,468,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
416,671,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
417,728,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
418,558,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
419,771,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
420,708,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
421,659,CleanedOriginalDataset.csv,Logistic Regression,Undersampled
