ID,FICO_Score,Dataset_Name,Model_Name,Sampling_Technique
208,566,CleanedOriginalDataset.csv,XGBoost (Undersampling),
209,602,CleanedOriginalDataset.csv,XGBoost (Undersampling),
210,537,CleanedOriginalDataset.csv,XGBoost (Undersampling),
211,597,CleanedOriginalDataset.csv,XGBoost (Undersampling),
212,658,CleanedOriginalDataset.csv,XGBoost (Undersampling),
213,516,CleanedOriginalDataset.csv,XGBoost (Undersampling),
214,765,CleanedOriginalDataset.csv,XGBoost (Undersampling),
215,827,CleanedOriginalDataset.csv,XGBoost (Undersampling),
216,393,CleanedOriginalDataset.csv,XGBoost (Undersampling),
217,510,CleanedOriginalDataset.csv,XGBoost (Undersampling),
218,631,CleanedOriginalDataset.csv,XGBoost (Undersampling),
219,643,CleanedOriginalDataset.csv,XGBoost (Undersampling),
220,526,CleanedOriginalDataset.csv,XGBoost (Undersampling),
221,699,CleanedOriginalDataset.csv,XGBoost (Undersampling),
222,579,CleanedOriginalDataset.csv,XGBoost (Undersampling),
223,465,CleanedOriginalDataset.csv,XGBoost (Undersampling),
224,706,CleanedOriginalDataset.csv,XGBoost (Undersampling),
225,531,CleanedOriginalDataset.csv,XGBoost (Undersampling),
226,821,CleanedOriginalDataset.csv,XGBoost (Undersampling),
227,834,CleanedOriginalDataset.csv,XGBoost (Undersampling),
228,448,CleanedOriginalDataset.csv,XGBoost (Undersampling),
229,460,CleanedOriginalDataset.csv,XGBoost (Undersampling),
230,640,CleanedOriginalDataset.csv,XGBoost (Undersampling),
231,486,CleanedOriginalDataset.csv,XGBoost (Undersampling),
232,495,CleanedOriginalDataset.csv,XGBoost (Undersampling),
233,548,CleanedOriginalDataset.csv,XGBoost (Undersampling),
234,607,CleanedOriginalDataset.csv,XGBoost (Undersampling),
235,612,CleanedOriginalDataset.csv,XGBoost (Undersampling),
236,536,CleanedOriginalDataset.csv,XGBoost (Undersampling),
237,560,CleanedOriginalDataset.csv,XGBoost (Undersampling),
238,752,CleanedOriginalDataset.csv,XGBoost (Undersampling),
239,594,CleanedOriginalDataset.csv,XGBoost (Undersampling),
240,562,CleanedOriginalDataset.csv,XGBoost (Undersampling),
241,517,CleanedOriginalDataset.csv,XGBoost (Undersampling),
242,505,CleanedOriginalDataset.csv,XGBoost (Undersampling),
243,774,CleanedOriginalDataset.csv,XGBoost (Undersampling),
244,791,CleanedOriginalDataset.csv,XGBoost (Undersampling),
245,832,CleanedOriginalDataset.csv,XGBoost (Undersampling),
246,683,CleanedOriginalDataset.csv,XGBoost (Undersampling),
247,621,CleanedOriginalDataset.csv,XGBoost (Undersampling),
248,363,CleanedOriginalDataset.csv,XGBoost (Undersampling),
249,617,CleanedOriginalDataset.csv,XGBoost (Undersampling),
250,589,CleanedOriginalDataset.csv,XGBoost (Undersampling),
251,879,CleanedOriginalDataset.csv,XGBoost (Undersampling),
252,728,CleanedOriginalDataset.csv,XGBoost (Undersampling),
253,426,CleanedOriginalDataset.csv,XGBoost (Undersampling),
254,529,CleanedOriginalDataset.csv,XGBoost (Undersampling),
255,646,CleanedOriginalDataset.csv,XGBoost (Undersampling),
256,620,CleanedOriginalDataset.csv,XGBoost (Undersampling),
257,549,CleanedOriginalDataset.csv,XGBoost (Undersampling),
258,785,CleanedOriginalDataset.csv,XGBoost (Undersampling),
259,868,CleanedOriginalDataset.csv,XGBoost (Undersampling),
260,650,CleanedOriginalDataset.csv,XGBoost (Undersampling),
261,827,CleanedOriginalDataset.csv,XGBoost (Undersampling),
262,696,CleanedOriginalDataset.csv,XGBoost (Undersampling),
263,823,CleanedOriginalDataset.csv,XGBoost (Undersampling),
264,403,CleanedOriginalDataset.csv,XGBoost (Undersampling),
265,783,CleanedOriginalDataset.csv,XGBoost (Undersampling),
266,510,CleanedOriginalDataset.csv,XGBoost (Undersampling),
267,497,CleanedOriginalDataset.csv,XGBoost (Undersampling),
268,618,CleanedOriginalDataset.csv,XGBoost (Undersampling),
269,776,CleanedOriginalDataset.csv,XGBoost (Undersampling),
270,441,CleanedOriginalDataset.csv,XGBoost (Undersampling),
271,644,CleanedOriginalDataset.csv,XGBoost (Undersampling),
272,379,CleanedOriginalDataset.csv,XGBoost (Undersampling),
273,472,CleanedOriginalDataset.csv,XGBoost (Undersampling),
274,560,CleanedOriginalDataset.csv,XGBoost (Undersampling),
275,708,CleanedOriginalDataset.csv,XGBoost (Undersampling),
276,563,CleanedOriginalDataset.csv,XGBoost (Undersampling),
277,547,CleanedOriginalDataset.csv,XGBoost (Undersampling),
278,697,CleanedOriginalDataset.csv,XGBoost (Undersampling),
279,499,CleanedOriginalDataset.csv,XGBoost (Undersampling),
280,832,CleanedOriginalDataset.csv,XGBoost (Undersampling),
281,473,CleanedOriginalDataset.csv,XGBoost (Undersampling),
282,559,CleanedOriginalDataset.csv,XGBoost (Undersampling),
283,795,CleanedOriginalDataset.csv,XGBoost (Undersampling),
284,832,CleanedOriginalDataset.csv,XGBoost (Undersampling),
285,755,CleanedOriginalDataset.csv,XGBoost (Undersampling),
286,831,CleanedOriginalDataset.csv,XGBoost (Undersampling),
287,691,CleanedOriginalDataset.csv,XGBoost (Undersampling),
288,645,CleanedOriginalDataset.csv,XGBoost (Undersampling),
289,333,CleanedOriginalDataset.csv,XGBoost (Undersampling),
290,568,CleanedOriginalDataset.csv,XGBoost (Undersampling),
291,593,CleanedOriginalDataset.csv,XGBoost (Undersampling),
292,687,CleanedOriginalDataset.csv,XGBoost (Undersampling),
293,499,CleanedOriginalDataset.csv,XGBoost (Undersampling),
294,436,CleanedOriginalDataset.csv,XGBoost (Undersampling),
295,817,CleanedOriginalDataset.csv,XGBoost (Undersampling),
296,704,CleanedOriginalDataset.csv,XGBoost (Undersampling),
297,477,CleanedOriginalDataset.csv,XGBoost (Undersampling),
298,537,CleanedOriginalDataset.csv,XGBoost (Undersampling),
299,498,CleanedOriginalDataset.csv,XGBoost (Undersampling),
300,763,CleanedOriginalDataset.csv,XGBoost (Undersampling),
301,749,CleanedOriginalDataset.csv,XGBoost (Undersampling),
302,575,CleanedOriginalDataset.csv,XGBoost (Undersampling),
303,459,CleanedOriginalDataset.csv,XGBoost (Undersampling),
304,502,CleanedOriginalDataset.csv,XGBoost (Undersampling),
305,577,CleanedOriginalDataset.csv,XGBoost (Undersampling),
306,652,CleanedOriginalDataset.csv,XGBoost (Undersampling),
307,570,CleanedOriginalDataset.csv,XGBoost (Undersampling),
308,767,CleanedOriginalDataset.csv,XGBoost (Undersampling),
309,600,CleanedOriginalDataset.csv,XGBoost (Undersampling),
310,812,CleanedOriginalDataset.csv,XGBoost (Undersampling),
311,565,CleanedOriginalDataset.csv,XGBoost (Undersampling),
312,630,CleanedOriginalDataset.csv,XGBoost (Undersampling),
313,337,CleanedOriginalDataset.csv,XGBoost (Undersampling),
314,534,CleanedOriginalDataset.csv,XGBoost (Undersampling),
315,676,CleanedOriginalDataset.csv,XGBoost (Undersampling),
316,650,CleanedOriginalDataset.csv,XGBoost (Undersampling),
317,701,CleanedOriginalDataset.csv,XGBoost (Undersampling),
318,706,CleanedOriginalDataset.csv,XGBoost (Undersampling),
319,597,CleanedOriginalDataset.csv,XGBoost (Undersampling),
320,528,CleanedOriginalDataset.csv,XGBoost (Undersampling),
321,723,CleanedOriginalDataset.csv,XGBoost (Undersampling),
322,486,CleanedOriginalDataset.csv,XGBoost (Undersampling),
323,660,CleanedOriginalDataset.csv,XGBoost (Undersampling),
324,720,CleanedOriginalDataset.csv,XGBoost (Undersampling),
325,712,CleanedOriginalDataset.csv,XGBoost (Undersampling),
326,829,CleanedOriginalDataset.csv,XGBoost (Undersampling),
327,640,CleanedOriginalDataset.csv,XGBoost (Undersampling),
328,785,CleanedOriginalDataset.csv,XGBoost (Undersampling),
329,510,CleanedOriginalDataset.csv,XGBoost (Undersampling),
330,824,CleanedOriginalDataset.csv,XGBoost (Undersampling),
331,660,CleanedOriginalDataset.csv,XGBoost (Undersampling),
332,596,CleanedOriginalDataset.csv,XGBoost (Undersampling),
333,479,CleanedOriginalDataset.csv,XGBoost (Undersampling),
334,590,CleanedOriginalDataset.csv,XGBoost (Undersampling),
335,770,CleanedOriginalDataset.csv,XGBoost (Undersampling),
336,619,CleanedOriginalDataset.csv,XGBoost (Undersampling),
337,742,CleanedOriginalDataset.csv,XGBoost (Undersampling),
338,736,CleanedOriginalDataset.csv,XGBoost (Undersampling),
339,591,CleanedOriginalDataset.csv,XGBoost (Undersampling),
340,469,CleanedOriginalDataset.csv,XGBoost (Undersampling),
341,732,CleanedOriginalDataset.csv,XGBoost (Undersampling),
342,655,CleanedOriginalDataset.csv,XGBoost (Undersampling),
343,685,CleanedOriginalDataset.csv,XGBoost (Undersampling),
344,370,CleanedOriginalDataset.csv,XGBoost (Undersampling),
345,854,CleanedOriginalDataset.csv,XGBoost (Undersampling),
346,570,CleanedOriginalDataset.csv,XGBoost (Undersampling),
347,347,CleanedOriginalDataset.csv,XGBoost (Undersampling),
348,445,CleanedOriginalDataset.csv,XGBoost (Undersampling),
349,438,CleanedOriginalDataset.csv,XGBoost (Undersampling),
350,702,CleanedOriginalDataset.csv,XGBoost (Undersampling),
351,719,CleanedOriginalDataset.csv,XGBoost (Undersampling),
352,858,CleanedOriginalDataset.csv,XGBoost (Undersampling),
353,550,CleanedOriginalDataset.csv,XGBoost (Undersampling),
354,522,CleanedOriginalDataset.csv,XGBoost (Undersampling),
355,719,CleanedOriginalDataset.csv,XGBoost (Undersampling),
356,530,CleanedOriginalDataset.csv,XGBoost (Undersampling),
357,618,CleanedOriginalDataset.csv,XGBoost (Undersampling),
358,753,CleanedOriginalDataset.csv,XGBoost (Undersampling),
359,755,CleanedOriginalDataset.csv,XGBoost (Undersampling),
360,801,CleanedOriginalDataset.csv,XGBoost (Undersampling),
361,704,CleanedOriginalDataset.csv,XGBoost (Undersampling),
362,793,CleanedOriginalDataset.csv,XGBoost (Undersampling),
363,615,CleanedOriginalDataset.csv,XGBoost (Undersampling),
364,787,CleanedOriginalDataset.csv,XGBoost (Undersampling),
365,699,CleanedOriginalDataset.csv,XGBoost (Undersampling),
366,656,CleanedOriginalDataset.csv,XGBoost (Undersampling),
367,792,CleanedOriginalDataset.csv,XGBoost (Undersampling),
368,707,CleanedOriginalDataset.csv,XGBoost (Undersampling),
369,681,CleanedOriginalDataset.csv,XGBoost (Undersampling),
370,708,CleanedOriginalDataset.csv,XGBoost (Undersampling),
371,598,CleanedOriginalDataset.csv,XGBoost (Undersampling),
372,574,CleanedOriginalDataset.csv,XGBoost (Undersampling),
373,613,CleanedOriginalDataset.csv,XGBoost (Undersampling),
374,743,CleanedOriginalDataset.csv,XGBoost (Undersampling),
375,774,CleanedOriginalDataset.csv,XGBoost (Undersampling),
376,792,CleanedOriginalDataset.csv,XGBoost (Undersampling),
377,443,CleanedOriginalDataset.csv,XGBoost (Undersampling),
378,476,CleanedOriginalDataset.csv,XGBoost (Undersampling),
379,438,CleanedOriginalDataset.csv,XGBoost (Undersampling),
380,476,CleanedOriginalDataset.csv,XGBoost (Undersampling),
381,629,CleanedOriginalDataset.csv,XGBoost (Undersampling),
382,514,CleanedOriginalDataset.csv,XGBoost (Undersampling),
383,727,CleanedOriginalDataset.csv,XGBoost (Undersampling),
384,626,CleanedOriginalDataset.csv,XGBoost (Undersampling),
385,519,CleanedOriginalDataset.csv,XGBoost (Undersampling),
386,742,CleanedOriginalDataset.csv,XGBoost (Undersampling),
387,481,CleanedOriginalDataset.csv,XGBoost (Undersampling),
388,814,CleanedOriginalDataset.csv,XGBoost (Undersampling),
389,675,CleanedOriginalDataset.csv,XGBoost (Undersampling),
390,636,CleanedOriginalDataset.csv,XGBoost (Undersampling),
391,698,CleanedOriginalDataset.csv,XGBoost (Undersampling),
392,418,CleanedOriginalDataset.csv,XGBoost (Undersampling),
393,516,CleanedOriginalDataset.csv,XGBoost (Undersampling),
394,564,CleanedOriginalDataset.csv,XGBoost (Undersampling),
395,558,CleanedOriginalDataset.csv,XGBoost (Undersampling),
396,623,CleanedOriginalDataset.csv,XGBoost (Undersampling),
397,771,CleanedOriginalDataset.csv,XGBoost (Undersampling),
398,621,CleanedOriginalDataset.csv,XGBoost (Undersampling),
399,598,CleanedOriginalDataset.csv,XGBoost (Undersampling),
400,674,CleanedOriginalDataset.csv,XGBoost (Undersampling),
401,585,CleanedOriginalDataset.csv,XGBoost (Undersampling),
402,501,CleanedOriginalDataset.csv,XGBoost (Undersampling),
403,423,CleanedOriginalDataset.csv,XGBoost (Undersampling),
404,723,CleanedOriginalDataset.csv,XGBoost (Undersampling),
405,676,CleanedOriginalDataset.csv,XGBoost (Undersampling),
406,588,CleanedOriginalDataset.csv,XGBoost (Undersampling),
407,616,CleanedOriginalDataset.csv,XGBoost (Undersampling),
408,715,CleanedOriginalDataset.csv,XGBoost (Undersampling),
409,596,CleanedOriginalDataset.csv,XGBoost (Undersampling),
410,602,CleanedOriginalDataset.csv,XGBoost (Undersampling),
411,698,CleanedOriginalDataset.csv,XGBoost (Undersampling),
412,836,CleanedOriginalDataset.csv,XGBoost (Undersampling),
413,477,CleanedOriginalDataset.csv,XGBoost (Undersampling),
414,451,CleanedOriginalDataset.csv,XGBoost (Undersampling),
415,554,CleanedOriginalDataset.csv,XGBoost (Undersampling),
416,571,CleanedOriginalDataset.csv,XGBoost (Undersampling),
417,430,CleanedOriginalDataset.csv,XGBoost (Undersampling),
418,556,CleanedOriginalDataset.csv,XGBoost (Undersampling),
419,751,CleanedOriginalDataset.csv,XGBoost (Undersampling),
420,668,CleanedOriginalDataset.csv,XGBoost (Undersampling),
421,655,CleanedOriginalDataset.csv,XGBoost (Undersampling),
422,587,CleanedOriginalDataset.csv,XGBoost (Undersampling),
423,697,CleanedOriginalDataset.csv,XGBoost (Undersampling),
424,549,CleanedOriginalDataset.csv,XGBoost (Undersampling),
425,528,CleanedOriginalDataset.csv,XGBoost (Undersampling),
426,774,CleanedOriginalDataset.csv,XGBoost (Undersampling),
427,641,CleanedOriginalDataset.csv,XGBoost (Undersampling),
428,617,CleanedOriginalDataset.csv,XGBoost (Undersampling),
429,524,CleanedOriginalDataset.csv,XGBoost (Undersampling),
430,651,CleanedOriginalDataset.csv,XGBoost (Undersampling),
431,660,CleanedOriginalDataset.csv,XGBoost (Undersampling),
432,794,CleanedOriginalDataset.csv,XGBoost (Undersampling),
433,750,CleanedOriginalDataset.csv,XGBoost (Undersampling),
434,448,CleanedOriginalDataset.csv,XGBoost (Undersampling),
