,FICO_Score,FICO_Class
689,899,Very Good
690,891,Very Good
691,890,Very Good
692,884,Very Good
693,890,Very Good
694,303,LOW
695,308,LOW
696,849,Very Good
697,300,LOW
698,301,LOW
699,892,Very Good
700,885,Very Good
701,897,Very Good
702,323,LOW
703,797,Very Good
704,899,Very Good
705,895,Very Good
706,883,Very Good
707,893,Very Good
708,896,Very Good
709,898,Very Good
710,893,Very Good
711,894,Very Good
712,899,Very Good
713,894,Very Good
714,889,Very Good
715,898,Very Good
716,871,Very Good
717,898,Very Good
718,301,LOW
719,874,Very Good
720,893,Very Good
721,888,Very Good
722,899,Very Good
723,898,Very Good
724,347,LOW
725,301,LOW
726,894,Very Good
727,895,Very Good
728,361,LOW
729,303,LOW
730,876,Very Good
731,893,Very Good
732,898,Very Good
733,894,Very Good
734,899,Very Good
735,899,Very Good
736,899,Very Good
737,897,Very Good
738,899,Very Good
739,867,Very Good
740,305,LOW
741,898,Very Good
742,899,Very Good
743,895,Very Good
744,899,Very Good
745,875,Very Good
746,875,Very Good
747,889,Very Good
748,899,Very Good
749,875,Very Good
750,856,Very Good
751,307,LOW
752,855,Very Good
753,897,Very Good
754,315,LOW
755,303,LOW
756,314,LOW
757,897,Very Good
758,897,Very Good
759,881,Very Good
760,303,LOW
761,853,Very Good
762,899,Very Good
763,894,Very Good
764,897,Very Good
765,897,Very Good
766,899,Very Good
767,883,Very Good
768,899,Very Good
769,310,LOW
770,882,Very Good
771,897,Very Good
772,895,Very Good
773,896,Very Good
774,899,Very Good
775,307,LOW
776,898,Very Good
777,898,Very Good
778,310,LOW
779,891,Very Good
780,892,Very Good
781,888,Very Good
782,899,Very Good
783,893,Very Good
784,899,Very Good
785,897,Very Good
786,895,Very Good
787,897,Very Good
788,304,LOW
789,303,LOW
790,890,Very Good
791,860,Very Good
792,899,Very Good
793,895,Very Good
794,899,Very Good
795,891,Very Good
796,890,Very Good
797,311,LOW
798,899,Very Good
799,895,Very Good
800,321,LOW
801,895,Very Good
802,306,LOW
803,889,Very Good
804,899,Very Good
805,306,LOW
806,876,Very Good
807,885,Very Good
808,899,Very Good
809,895,Very Good
810,898,Very Good
811,899,Very Good
812,890,Very Good
813,896,Very Good
814,896,Very Good
815,891,Very Good
816,899,Very Good
817,896,Very Good
818,897,Very Good
819,300,LOW
820,866,Very Good
821,312,LOW
822,894,Very Good
823,895,Very Good
824,303,LOW
825,899,Very Good
826,899,Very Good
827,899,Very Good
828,899,Very Good
829,893,Very Good
830,899,Very Good
831,899,Very Good
832,899,Very Good
833,895,Very Good
834,302,LOW
835,305,LOW
836,899,Very Good
837,861,Very Good
838,898,Very Good
839,888,Very Good
840,316,LOW
841,890,Very Good
842,897,Very Good
843,879,Very Good
844,656,Good
845,884,Very Good
846,891,Very Good
847,894,Very Good
848,877,Very Good
849,899,Very Good
850,895,Very Good
851,844,Very Good
852,318,LOW
853,899,Very Good
854,895,Very Good
855,872,Very Good
856,895,Very Good
857,322,LOW
858,878,Very Good
859,305,LOW
860,857,Very Good
861,898,Very Good
862,896,Very Good
863,898,Very Good
864,303,LOW
865,892,Very Good
866,890,Very Good
867,897,Very Good
868,899,Very Good
869,898,Very Good
870,889,Very Good
871,306,LOW
872,899,Very Good
873,899,Very Good
874,898,Very Good
875,899,Very Good
876,894,Very Good
877,891,Very Good
878,304,LOW
879,877,Very Good
880,869,Very Good
881,899,Very Good
882,898,Very Good
883,303,LOW
884,888,Very Good
885,300,LOW
886,892,Very Good
887,899,Very Good
888,899,Very Good
889,899,Very Good
890,877,Very Good
891,899,Very Good
892,880,Very Good
893,898,Very Good
894,899,Very Good
895,899,Very Good
896,885,Very Good
897,818,Very Good
898,888,Very Good
899,898,Very Good
900,894,Very Good
901,899,Very Good
902,892,Very Good
903,897,Very Good
904,898,Very Good
905,303,LOW
906,888,Very Good
907,349,LOW
908,899,Very Good
909,320,LOW
910,866,Very Good
911,898,Very Good
912,899,Very Good
913,308,LOW
914,899,Very Good
915,894,Very Good
916,893,Very Good
917,795,Very Good
918,304,LOW
919,895,Very Good
920,312,LOW
921,881,Very Good
922,899,Very Good
923,302,LOW
924,896,Very Good
925,888,Very Good
926,340,LOW
927,898,Very Good
928,887,Very Good
929,863,Very Good
930,898,Very Good
931,864,Very Good
932,899,Very Good
933,889,Very Good
934,899,Very Good
935,899,Very Good
936,891,Very Good
937,303,LOW
938,896,Very Good
939,880,Very Good
940,899,Very Good
941,334,LOW
942,894,Very Good
943,335,LOW
944,883,Very Good
945,307,LOW
946,892,Very Good
947,870,Very Good
948,899,Very Good
949,310,LOW
950,894,Very Good
951,886,Very Good
952,899,Very Good
953,896,Very Good
954,885,Very Good
955,895,Very Good
956,875,Very Good
957,896,Very Good
958,898,Very Good
959,892,Very Good
960,895,Very Good
961,899,Very Good
962,311,LOW
963,890,Very Good
964,302,LOW
965,895,Very Good
966,873,Very Good
967,854,Very Good
968,768,Very Good
969,897,Very Good
970,874,Very Good
971,899,Very Good
972,330,LOW
973,897,Very Good
974,898,Very Good
975,826,Very Good
976,895,Very Good
977,885,Very Good
978,883,Very Good
979,304,LOW
980,813,Very Good
981,895,Very Good
982,302,LOW
983,899,Very Good
984,899,Very Good
985,899,Very Good
986,893,Very Good
987,304,LOW
988,896,Very Good
989,895,Very Good
990,899,Very Good
991,881,Very Good
992,895,Very Good
993,896,Very Good
994,764,Very Good
995,899,Very Good
996,310,LOW
997,309,LOW
998,302,LOW
999,899,Very Good
1000,883,Very Good
1001,879,Very Good
1002,851,Very Good
1003,899,Very Good
1004,898,Very Good
1005,894,Very Good
1006,896,Very Good
1007,880,Very Good
1008,887,Very Good
1009,896,Very Good
1010,316,LOW
1011,893,Very Good
1012,875,Very Good
1013,898,Very Good
1014,304,LOW
1015,892,Very Good
1016,896,Very Good
1017,898,Very Good
1018,895,Very Good
1019,899,Very Good
1020,620,Good
1021,872,Very Good
1022,898,Very Good
1023,889,Very Good
1024,895,Very Good
1025,894,Very Good
1026,898,Very Good
1027,899,Very Good
1028,898,Very Good
1029,795,Very Good
1030,899,Very Good
1031,865,Very Good
1032,898,Very Good
1033,899,Very Good
1034,872,Very Good
1035,861,Very Good
1036,828,Very Good
1037,899,Very Good
1038,881,Very Good
1039,893,Very Good
1040,899,Very Good
1041,305,LOW
1042,899,Very Good
1043,371,LOW
1044,899,Very Good
1045,894,Very Good
1046,899,Very Good
1047,897,Very Good
1048,802,Very Good
1049,899,Very Good
1050,898,Very Good
1051,897,Very Good
1052,894,Very Good
1053,303,LOW
1054,898,Very Good
1055,897,Very Good
1056,893,Very Good
1057,315,LOW
1058,836,Very Good
1059,898,Very Good
1060,899,Very Good
1061,898,Very Good
1062,897,Very Good
1063,898,Very Good
1064,881,Very Good
1065,871,Very Good
1066,898,Very Good
1067,897,Very Good
1068,898,Very Good
1069,310,LOW
1070,349,LOW
1071,892,Very Good
1072,898,Very Good
1073,859,Very Good
1074,898,Very Good
1075,897,Very Good
1076,884,Very Good
1077,898,Very Good
1078,878,Very Good
1079,301,LOW
1080,849,Very Good
1081,887,Very Good
1082,899,Very Good
1083,899,Very Good
1084,306,LOW
1085,899,Very Good
1086,899,Very Good
1087,899,Very Good
1088,893,Very Good
1089,336,LOW
1090,889,Very Good
1091,846,Very Good
1092,875,Very Good
1093,895,Very Good
1094,896,Very Good
1095,899,Very Good
1096,898,Very Good
1097,893,Very Good
1098,394,LOW
1099,894,Very Good
1100,899,Very Good
1101,856,Very Good
1102,864,Very Good
1103,884,Very Good
1104,899,Very Good
1105,898,Very Good
1106,893,Very Good
1107,303,LOW
1108,872,Very Good
1109,899,Very Good
1110,899,Very Good
1111,303,LOW
1112,897,Very Good
1113,334,LOW
1114,315,LOW
1115,894,Very Good
1116,391,LOW
1117,899,Very Good
1118,898,Very Good
1119,875,Very Good
1120,894,Very Good
1121,892,Very Good
1122,875,Very Good
1123,764,Very Good
1124,849,Very Good
1125,850,Very Good
1126,888,Very Good
1127,899,Very Good
1128,899,Very Good
1129,899,Very Good
1130,305,LOW
1131,302,LOW
1132,884,Very Good
1133,890,Very Good
1134,878,Very Good
1135,886,Very Good
1136,871,Very Good
1137,893,Very Good
1138,876,Very Good
1139,324,LOW
1140,894,Very Good
1141,893,Very Good
1142,889,Very Good
1143,311,LOW
1144,898,Very Good
1145,892,Very Good
1146,895,Very Good
1147,894,Very Good
1148,897,Very Good
1149,310,LOW
1150,895,Very Good
1151,893,Very Good
1152,898,Very Good
1153,304,LOW
1154,861,Very Good
1155,301,LOW
1156,893,Very Good
1157,882,Very Good
1158,873,Very Good
1159,898,Very Good
1160,897,Very Good
1161,888,Very Good
1162,899,Very Good
1163,875,Very Good
1164,893,Very Good
1165,311,LOW
1166,301,LOW
1167,809,Very Good
1168,899,Very Good
1169,895,Very Good
1170,896,Very Good
1171,897,Very Good
1172,371,LOW
1173,890,Very Good
1174,334,LOW
1175,816,Very Good
1176,897,Very Good
1177,721,Very Good
1178,306,LOW
1179,898,Very Good
1180,899,Very Good
1181,894,Very Good
1182,887,Very Good
1183,898,Very Good
1184,899,Very Good
1185,897,Very Good
1186,899,Very Good
1187,891,Very Good
1188,881,Very Good
1189,868,Very Good
1190,899,Very Good
1191,317,LOW
1192,869,Very Good
1193,319,LOW
1194,896,Very Good
1195,349,LOW
1196,899,Very Good
1197,340,LOW
1198,884,Very Good
1199,890,Very Good
1200,895,Very Good
1201,893,Very Good
1202,871,Very Good
1203,898,Very Good
1204,882,Very Good
1205,899,Very Good
1206,895,Very Good
1207,886,Very Good
1208,895,Very Good
1209,899,Very Good
1210,898,Very Good
1211,898,Very Good
1212,881,Very Good
1213,897,Very Good
1214,899,Very Good
1215,895,Very Good
1216,897,Very Good
1217,894,Very Good
1218,898,Very Good
1219,898,Very Good
1220,466,Fair
1221,875,Very Good
1222,888,Very Good
1223,897,Very Good
1224,899,Very Good
1225,872,Very Good
1226,896,Very Good
1227,899,Very Good
1228,318,LOW
1229,878,Very Good
1230,898,Very Good
1231,869,Very Good
1232,761,Very Good
1233,311,LOW
1234,899,Very Good
1235,893,Very Good
1236,899,Very Good
1237,898,Very Good
1238,897,Very Good
1239,885,Very Good
1240,899,Very Good
1241,889,Very Good
1242,898,Very Good
1243,892,Very Good
1244,871,Very Good
1245,309,LOW
1246,891,Very Good
1247,301,LOW
1248,897,Very Good
1249,897,Very Good
1250,899,Very Good
1251,899,Very Good
1252,896,Very Good
1253,899,Very Good
1254,893,Very Good
1255,881,Very Good
1256,899,Very Good
1257,882,Very Good
1258,879,Very Good
1259,864,Very Good
1260,897,Very Good
1261,857,Very Good
1262,898,Very Good
1263,896,Very Good
1264,303,LOW
1265,875,Very Good
1266,899,Very Good
1267,899,Very Good
1268,890,Very Good
1269,897,Very Good
1270,400,LOW
1271,899,Very Good
1272,313,LOW
1273,308,LOW
1274,899,Very Good
1275,332,LOW
1276,898,Very Good
1277,883,Very Good
1278,896,Very Good
1279,899,Very Good
1280,898,Very Good
1281,898,Very Good
1282,301,LOW
1283,329,LOW
1284,898,Very Good
1285,880,Very Good
1286,899,Very Good
1287,899,Very Good
1288,898,Very Good
1289,898,Very Good
1290,899,Very Good
1291,896,Very Good
1292,892,Very Good
1293,884,Very Good
1294,301,LOW
1295,896,Very Good
1296,877,Very Good
1297,871,Very Good
1298,895,Very Good
1299,897,Very Good
1300,897,Very Good
1301,897,Very Good
1302,897,Very Good
1303,899,Very Good
1304,888,Very Good
1305,314,LOW
1306,310,LOW
1307,891,Very Good
1308,897,Very Good
1309,303,LOW
1310,899,Very Good
1311,899,Very Good
1312,308,LOW
1313,873,Very Good
1314,899,Very Good
1315,883,Very Good
1316,899,Very Good
1317,897,Very Good
1318,898,Very Good
1319,899,Very Good
1320,304,LOW
1321,899,Very Good
1322,899,Very Good
1323,899,Very Good
1324,898,Very Good
1325,897,Very Good
1326,877,Very Good
1327,891,Very Good
1328,874,Very Good
1329,895,Very Good
1330,898,Very Good
1331,874,Very Good
1332,899,Very Good
1333,895,Very Good
1334,883,Very Good
1335,883,Very Good
1336,301,LOW
1337,898,Very Good
1338,301,LOW
1339,806,Very Good
1340,839,Very Good
1341,306,LOW
1342,874,Very Good
1343,843,Very Good
1344,897,Very Good
1345,894,Very Good
1346,895,Very Good
1347,895,Very Good
1348,899,Very Good
1349,899,Very Good
1350,302,LOW
1351,894,Very Good
1352,898,Very Good
1353,897,Very Good
1354,895,Very Good
1355,898,Very Good
1356,894,Very Good
1357,883,Very Good
1358,897,Very Good
1359,889,Very Good
1360,896,Very Good
1361,859,Very Good
1362,302,LOW
1363,899,Very Good
1364,301,LOW
1365,306,LOW
1366,899,Very Good
1367,893,Very Good
1368,783,Very Good
1369,896,Very Good
1370,880,Very Good
1371,891,Very Good
1372,898,Very Good
1373,388,LOW
1374,898,Very Good
1375,304,LOW
1376,887,Very Good
1377,898,Very Good
1378,899,Very Good
1379,895,Very Good
1380,890,Very Good
1381,893,Very Good
1382,897,Very Good
1383,899,Very Good
1384,899,Very Good
1385,899,Very Good
1386,300,LOW
1387,897,Very Good
1388,899,Very Good
1389,354,LOW
1390,899,Very Good
1391,899,Very Good
1392,898,Very Good
1393,885,Very Good
1394,898,Very Good
1395,893,Very Good
1396,898,Very Good
1397,809,Very Good
1398,871,Very Good
1399,899,Very Good
1400,899,Very Good
1401,336,LOW
1402,899,Very Good
1403,894,Very Good
1404,884,Very Good
1405,899,Very Good
1406,899,Very Good
1407,899,Very Good
1408,896,Very Good
1409,899,Very Good
1410,898,Very Good
1411,890,Very Good
1412,899,Very Good
1413,898,Very Good
1414,897,Very Good
1415,888,Very Good
1416,899,Very Good
1417,898,Very Good
1418,895,Very Good
1419,890,Very Good
1420,896,Very Good
1421,846,Very Good
1422,896,Very Good
1423,406,Fair
1424,899,Very Good
1425,866,Very Good
1426,895,Very Good
1427,899,Very Good
1428,303,LOW
1429,890,Very Good
1430,894,Very Good
1431,890,Very Good
1432,879,Very Good
1433,313,LOW
1434,848,Very Good
1435,899,Very Good
1436,899,Very Good
1437,879,Very Good
1438,896,Very Good
1439,895,Very Good
1440,899,Very Good
1441,887,Very Good
1442,895,Very Good
1443,899,Very Good
1444,896,Very Good
1445,893,Very Good
1446,898,Very Good
1447,860,Very Good
1448,899,Very Good
1449,303,LOW
1450,899,Very Good
1451,896,Very Good
1452,896,Very Good
1453,870,Very Good
1454,897,Very Good
1455,899,Very Good
1456,852,Very Good
1457,345,LOW
1458,891,Very Good
1459,326,LOW
1460,894,Very Good
1461,892,Very Good
1462,897,Very Good
1463,899,Very Good
1464,896,Very Good
1465,897,Very Good
1466,891,Very Good
1467,899,Very Good
1468,898,Very Good
1469,565,Fair
1470,899,Very Good
1471,306,LOW
1472,304,LOW
1473,899,Very Good
1474,899,Very Good
1475,301,LOW
1476,899,Very Good
1477,896,Very Good
1478,308,LOW
1479,895,Very Good
1480,898,Very Good
1481,895,Very Good
1482,890,Very Good
1483,899,Very Good
1484,889,Very Good
1485,898,Very Good
1486,849,Very Good
1487,892,Very Good
1488,898,Very Good
1489,301,LOW
1490,308,LOW
1491,332,LOW
1492,898,Very Good
1493,874,Very Good
1494,876,Very Good
1495,899,Very Good
1496,897,Very Good
1497,896,Very Good
1498,899,Very Good
1499,898,Very Good
1500,781,Very Good
1501,895,Very Good
1502,899,Very Good
1503,896,Very Good
1504,896,Very Good
1505,897,Very Good
1506,308,LOW
1507,897,Very Good
1508,869,Very Good
1509,892,Very Good
1510,377,LOW
1511,893,Very Good
1512,898,Very Good
1513,896,Very Good
1514,897,Very Good
1515,898,Very Good
1516,897,Very Good
1517,898,Very Good
1518,898,Very Good
1519,882,Very Good
1520,898,Very Good
