ID,FICO_Score,Dataset_Name,Model_Name,Sampling_Technique
99,300,german_credit_data.csv,Decision Tree (Oversampled),
100,900,german_credit_data.csv,Decision Tree (Oversampled),
101,300,german_credit_data.csv,Decision Tree (Oversampled),
102,900,german_credit_data.csv,Decision Tree (Oversampled),
103,900,german_credit_data.csv,Decision Tree (Oversampled),
104,300,german_credit_data.csv,Decision Tree (Oversampled),
105,900,german_credit_data.csv,Decision Tree (Oversampled),
106,300,german_credit_data.csv,Decision Tree (Oversampled),
107,900,german_credit_data.csv,Decision Tree (Oversampled),
108,300,german_credit_data.csv,Decision Tree (Oversampled),
109,900,german_credit_data.csv,Decision Tree (Oversampled),
110,300,german_credit_data.csv,Decision Tree (Oversampled),
111,900,german_credit_data.csv,Decision Tree (Oversampled),
112,900,german_credit_data.csv,Decision Tree (Oversampled),
113,900,german_credit_data.csv,Decision Tree (Oversampled),
114,300,german_credit_data.csv,Decision Tree (Oversampled),
115,900,german_credit_data.csv,Decision Tree (Oversampled),
116,900,german_credit_data.csv,Decision Tree (Oversampled),
117,900,german_credit_data.csv,Decision Tree (Oversampled),
118,900,german_credit_data.csv,Decision Tree (Oversampled),
119,900,german_credit_data.csv,Decision Tree (Oversampled),
120,300,german_credit_data.csv,Decision Tree (Oversampled),
121,900,german_credit_data.csv,Decision Tree (Oversampled),
122,900,german_credit_data.csv,Decision Tree (Oversampled),
123,900,german_credit_data.csv,Decision Tree (Oversampled),
124,900,german_credit_data.csv,Decision Tree (Oversampled),
125,300,german_credit_data.csv,Decision Tree (Oversampled),
126,900,german_credit_data.csv,Decision Tree (Oversampled),
127,300,german_credit_data.csv,Decision Tree (Oversampled),
128,300,german_credit_data.csv,Decision Tree (Oversampled),
129,900,german_credit_data.csv,Decision Tree (Oversampled),
130,900,german_credit_data.csv,Decision Tree (Oversampled),
131,900,german_credit_data.csv,Decision Tree (Oversampled),
132,900,german_credit_data.csv,Decision Tree (Oversampled),
133,900,german_credit_data.csv,Decision Tree (Oversampled),
134,900,german_credit_data.csv,Decision Tree (Oversampled),
135,300,german_credit_data.csv,Decision Tree (Oversampled),
136,900,german_credit_data.csv,Decision Tree (Oversampled),
137,300,german_credit_data.csv,Decision Tree (Oversampled),
138,900,german_credit_data.csv,Decision Tree (Oversampled),
139,300,german_credit_data.csv,Decision Tree (Oversampled),
140,900,german_credit_data.csv,Decision Tree (Oversampled),
141,300,german_credit_data.csv,Decision Tree (Oversampled),
142,900,german_credit_data.csv,Decision Tree (Oversampled),
143,300,german_credit_data.csv,Decision Tree (Oversampled),
144,900,german_credit_data.csv,Decision Tree (Oversampled),
145,900,german_credit_data.csv,Decision Tree (Oversampled),
146,300,german_credit_data.csv,Decision Tree (Oversampled),
147,900,german_credit_data.csv,Decision Tree (Oversampled),
148,900,german_credit_data.csv,Decision Tree (Oversampled),
149,300,german_credit_data.csv,Decision Tree (Oversampled),
150,900,german_credit_data.csv,Decision Tree (Oversampled),
151,900,german_credit_data.csv,Decision Tree (Oversampled),
152,900,german_credit_data.csv,Decision Tree (Oversampled),
153,300,german_credit_data.csv,Decision Tree (Oversampled),
154,900,german_credit_data.csv,Decision Tree (Oversampled),
155,900,german_credit_data.csv,Decision Tree (Oversampled),
156,900,german_credit_data.csv,Decision Tree (Oversampled),
157,900,german_credit_data.csv,Decision Tree (Oversampled),
158,900,german_credit_data.csv,Decision Tree (Oversampled),
159,900,german_credit_data.csv,Decision Tree (Oversampled),
160,900,german_credit_data.csv,Decision Tree (Oversampled),
161,900,german_credit_data.csv,Decision Tree (Oversampled),
162,300,german_credit_data.csv,Decision Tree (Oversampled),
163,900,german_credit_data.csv,Decision Tree (Oversampled),
164,900,german_credit_data.csv,Decision Tree (Oversampled),
165,300,german_credit_data.csv,Decision Tree (Oversampled),
166,900,german_credit_data.csv,Decision Tree (Oversampled),
167,900,german_credit_data.csv,Decision Tree (Oversampled),
168,300,german_credit_data.csv,Decision Tree (Oversampled),
169,300,german_credit_data.csv,Decision Tree (Oversampled),
170,300,german_credit_data.csv,Decision Tree (Oversampled),
171,900,german_credit_data.csv,Decision Tree (Oversampled),
172,900,german_credit_data.csv,Decision Tree (Oversampled),
173,300,german_credit_data.csv,Decision Tree (Oversampled),
174,300,german_credit_data.csv,Decision Tree (Oversampled),
175,900,german_credit_data.csv,Decision Tree (Oversampled),
176,300,german_credit_data.csv,Decision Tree (Oversampled),
177,900,german_credit_data.csv,Decision Tree (Oversampled),
178,900,german_credit_data.csv,Decision Tree (Oversampled),
179,300,german_credit_data.csv,Decision Tree (Oversampled),
180,300,german_credit_data.csv,Decision Tree (Oversampled),
181,300,german_credit_data.csv,Decision Tree (Oversampled),
182,300,german_credit_data.csv,Decision Tree (Oversampled),
183,300,german_credit_data.csv,Decision Tree (Oversampled),
184,900,german_credit_data.csv,Decision Tree (Oversampled),
185,300,german_credit_data.csv,Decision Tree (Oversampled),
186,300,german_credit_data.csv,Decision Tree (Oversampled),
187,900,german_credit_data.csv,Decision Tree (Oversampled),
188,900,german_credit_data.csv,Decision Tree (Oversampled),
189,900,german_credit_data.csv,Decision Tree (Oversampled),
190,900,german_credit_data.csv,Decision Tree (Oversampled),
191,900,german_credit_data.csv,Decision Tree (Oversampled),
192,900,german_credit_data.csv,Decision Tree (Oversampled),
193,300,german_credit_data.csv,Decision Tree (Oversampled),
194,900,german_credit_data.csv,Decision Tree (Oversampled),
195,300,german_credit_data.csv,Decision Tree (Oversampled),
196,900,german_credit_data.csv,Decision Tree (Oversampled),
197,900,german_credit_data.csv,Decision Tree (Oversampled),
198,900,german_credit_data.csv,Decision Tree (Oversampled),
199,900,german_credit_data.csv,Decision Tree (Oversampled),
200,900,german_credit_data.csv,Decision Tree (Oversampled),
201,300,german_credit_data.csv,Decision Tree (Oversampled),
202,900,german_credit_data.csv,Decision Tree (Oversampled),
203,900,german_credit_data.csv,Decision Tree (Oversampled),
204,300,german_credit_data.csv,Decision Tree (Oversampled),
205,300,german_credit_data.csv,Decision Tree (Oversampled),
206,300,german_credit_data.csv,Decision Tree (Oversampled),
207,900,german_credit_data.csv,Decision Tree (Oversampled),
208,900,german_credit_data.csv,Decision Tree (Oversampled),
209,900,german_credit_data.csv,Decision Tree (Oversampled),
210,300,german_credit_data.csv,Decision Tree (Oversampled),
211,900,german_credit_data.csv,Decision Tree (Oversampled),
212,900,german_credit_data.csv,Decision Tree (Oversampled),
213,900,german_credit_data.csv,Decision Tree (Oversampled),
214,900,german_credit_data.csv,Decision Tree (Oversampled),
215,900,german_credit_data.csv,Decision Tree (Oversampled),
216,300,german_credit_data.csv,Decision Tree (Oversampled),
217,900,german_credit_data.csv,Decision Tree (Oversampled),
218,300,german_credit_data.csv,Decision Tree (Oversampled),
219,900,german_credit_data.csv,Decision Tree (Oversampled),
220,900,german_credit_data.csv,Decision Tree (Oversampled),
221,900,german_credit_data.csv,Decision Tree (Oversampled),
222,900,german_credit_data.csv,Decision Tree (Oversampled),
223,300,german_credit_data.csv,Decision Tree (Oversampled),
224,300,german_credit_data.csv,Decision Tree (Oversampled),
225,900,german_credit_data.csv,Decision Tree (Oversampled),
226,300,german_credit_data.csv,Decision Tree (Oversampled),
227,300,german_credit_data.csv,Decision Tree (Oversampled),
228,900,german_credit_data.csv,Decision Tree (Oversampled),
229,900,german_credit_data.csv,Decision Tree (Oversampled),
230,300,german_credit_data.csv,Decision Tree (Oversampled),
231,300,german_credit_data.csv,Decision Tree (Oversampled),
232,900,german_credit_data.csv,Decision Tree (Oversampled),
233,900,german_credit_data.csv,Decision Tree (Oversampled),
234,300,german_credit_data.csv,Decision Tree (Oversampled),
235,900,german_credit_data.csv,Decision Tree (Oversampled),
236,900,german_credit_data.csv,Decision Tree (Oversampled),
237,900,german_credit_data.csv,Decision Tree (Oversampled),
238,900,german_credit_data.csv,Decision Tree (Oversampled),
239,900,german_credit_data.csv,Decision Tree (Oversampled),
240,900,german_credit_data.csv,Decision Tree (Oversampled),
241,900,german_credit_data.csv,Decision Tree (Oversampled),
242,300,german_credit_data.csv,Decision Tree (Oversampled),
243,900,german_credit_data.csv,Decision Tree (Oversampled),
244,300,german_credit_data.csv,Decision Tree (Oversampled),
245,300,german_credit_data.csv,Decision Tree (Oversampled),
246,900,german_credit_data.csv,Decision Tree (Oversampled),
247,900,german_credit_data.csv,Decision Tree (Oversampled),
248,900,german_credit_data.csv,Decision Tree (Oversampled),
249,900,german_credit_data.csv,Decision Tree (Oversampled),
250,300,german_credit_data.csv,Decision Tree (Oversampled),
251,900,german_credit_data.csv,Decision Tree (Oversampled),
252,900,german_credit_data.csv,Decision Tree (Oversampled),
253,900,german_credit_data.csv,Decision Tree (Oversampled),
254,900,german_credit_data.csv,Decision Tree (Oversampled),
255,300,german_credit_data.csv,Decision Tree (Oversampled),
256,900,german_credit_data.csv,Decision Tree (Oversampled),
257,900,german_credit_data.csv,Decision Tree (Oversampled),
258,900,german_credit_data.csv,Decision Tree (Oversampled),
259,900,german_credit_data.csv,Decision Tree (Oversampled),
260,900,german_credit_data.csv,Decision Tree (Oversampled),
261,300,german_credit_data.csv,Decision Tree (Oversampled),
262,300,german_credit_data.csv,Decision Tree (Oversampled),
263,900,german_credit_data.csv,Decision Tree (Oversampled),
264,900,german_credit_data.csv,Decision Tree (Oversampled),
265,300,german_credit_data.csv,Decision Tree (Oversampled),
266,300,german_credit_data.csv,Decision Tree (Oversampled),
267,900,german_credit_data.csv,Decision Tree (Oversampled),
268,300,german_credit_data.csv,Decision Tree (Oversampled),
269,300,german_credit_data.csv,Decision Tree (Oversampled),
270,900,german_credit_data.csv,Decision Tree (Oversampled),
271,900,german_credit_data.csv,Decision Tree (Oversampled),
272,900,german_credit_data.csv,Decision Tree (Oversampled),
273,900,german_credit_data.csv,Decision Tree (Oversampled),
274,900,german_credit_data.csv,Decision Tree (Oversampled),
275,900,german_credit_data.csv,Decision Tree (Oversampled),
276,900,german_credit_data.csv,Decision Tree (Oversampled),
277,300,german_credit_data.csv,Decision Tree (Oversampled),
278,900,german_credit_data.csv,Decision Tree (Oversampled),
279,300,german_credit_data.csv,Decision Tree (Oversampled),
