ID,FICO_Score,FICO_Class,Dataset_Name,Model_Name,Sampling_Technique
79,525,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
80,491,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
81,666,Good,german_credit_data.csv,Logistic Regression (Oversampling),
82,757,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
83,524,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
84,498,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
85,508,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
86,796,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
87,395,LOW,german_credit_data.csv,Logistic Regression (Oversampling),
88,615,Good,german_credit_data.csv,Logistic Regression (Oversampling),
89,508,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
90,522,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
91,643,Good,german_credit_data.csv,Logistic Regression (Oversampling),
92,525,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
93,455,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
94,690,Good,german_credit_data.csv,Logistic Regression (Oversampling),
95,639,Good,german_credit_data.csv,Logistic Regression (Oversampling),
96,735,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
97,646,Good,german_credit_data.csv,Logistic Regression (Oversampling),
98,578,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
99,545,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
100,412,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
101,675,Good,german_credit_data.csv,Logistic Regression (Oversampling),
102,646,Good,german_credit_data.csv,Logistic Regression (Oversampling),
103,642,Good,german_credit_data.csv,Logistic Regression (Oversampling),
104,715,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
105,578,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
106,578,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
107,736,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
108,546,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
109,655,Good,german_credit_data.csv,Logistic Regression (Oversampling),
110,701,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
111,732,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
112,524,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
113,621,Good,german_credit_data.csv,Logistic Regression (Oversampling),
114,610,Good,german_credit_data.csv,Logistic Regression (Oversampling),
115,447,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
116,533,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
117,534,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
118,650,Good,german_credit_data.csv,Logistic Regression (Oversampling),
119,658,Good,german_credit_data.csv,Logistic Regression (Oversampling),
120,704,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
121,570,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
122,726,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
123,524,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
124,613,Good,german_credit_data.csv,Logistic Regression (Oversampling),
125,423,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
126,750,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
127,468,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
128,591,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
129,726,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
130,713,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
131,749,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
132,602,Good,german_credit_data.csv,Logistic Regression (Oversampling),
133,650,Good,german_credit_data.csv,Logistic Regression (Oversampling),
134,537,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
135,425,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
136,551,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
137,593,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
138,699,Good,german_credit_data.csv,Logistic Regression (Oversampling),
139,437,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
140,600,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
141,475,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
142,513,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
143,546,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
144,702,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
145,437,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
146,478,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
147,643,Good,german_credit_data.csv,Logistic Regression (Oversampling),
148,630,Good,german_credit_data.csv,Logistic Regression (Oversampling),
149,599,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
150,529,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
151,723,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
152,600,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
153,616,Good,german_credit_data.csv,Logistic Regression (Oversampling),
154,709,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
155,496,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
156,437,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
157,811,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
158,605,Good,german_credit_data.csv,Logistic Regression (Oversampling),
159,523,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
160,691,Good,german_credit_data.csv,Logistic Regression (Oversampling),
161,423,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
162,662,Good,german_credit_data.csv,Logistic Regression (Oversampling),
163,465,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
164,773,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
165,688,Good,german_credit_data.csv,Logistic Regression (Oversampling),
166,568,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
167,595,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
168,609,Good,german_credit_data.csv,Logistic Regression (Oversampling),
169,529,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
170,539,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
171,533,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
172,793,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
173,703,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
174,702,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
175,711,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
176,695,Good,german_credit_data.csv,Logistic Regression (Oversampling),
177,543,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
178,730,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
179,474,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
180,590,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
181,525,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
182,526,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
183,527,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
184,619,Good,german_credit_data.csv,Logistic Regression (Oversampling),
185,512,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
186,541,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
187,455,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
188,535,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
189,423,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
190,438,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
191,570,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
192,623,Good,german_credit_data.csv,Logistic Regression (Oversampling),
193,424,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
194,574,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
195,652,Good,german_credit_data.csv,Logistic Regression (Oversampling),
196,698,Good,german_credit_data.csv,Logistic Regression (Oversampling),
197,508,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
198,671,Good,german_credit_data.csv,Logistic Regression (Oversampling),
199,683,Good,german_credit_data.csv,Logistic Regression (Oversampling),
200,708,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
201,624,Good,german_credit_data.csv,Logistic Regression (Oversampling),
202,573,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
203,510,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
204,640,Good,german_credit_data.csv,Logistic Regression (Oversampling),
205,587,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
206,529,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
207,445,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
208,603,Good,german_credit_data.csv,Logistic Regression (Oversampling),
209,452,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
210,497,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
211,543,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
212,485,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
213,614,Good,german_credit_data.csv,Logistic Regression (Oversampling),
214,604,Good,german_credit_data.csv,Logistic Regression (Oversampling),
215,625,Good,german_credit_data.csv,Logistic Regression (Oversampling),
216,522,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
217,693,Good,german_credit_data.csv,Logistic Regression (Oversampling),
218,536,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
219,553,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
220,807,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
221,725,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
222,553,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
223,518,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
224,532,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
225,696,Good,german_credit_data.csv,Logistic Regression (Oversampling),
226,546,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
227,443,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
228,616,Good,german_credit_data.csv,Logistic Regression (Oversampling),
229,411,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
230,540,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
231,534,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
232,664,Good,german_credit_data.csv,Logistic Regression (Oversampling),
233,667,Good,german_credit_data.csv,Logistic Regression (Oversampling),
234,404,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
235,499,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
236,597,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
237,560,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
238,638,Good,german_credit_data.csv,Logistic Regression (Oversampling),
239,713,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
240,528,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
241,691,Good,german_credit_data.csv,Logistic Regression (Oversampling),
242,512,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
243,628,Good,german_credit_data.csv,Logistic Regression (Oversampling),
244,821,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
245,700,Good,german_credit_data.csv,Logistic Regression (Oversampling),
246,793,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
247,514,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
248,661,Good,german_credit_data.csv,Logistic Regression (Oversampling),
249,640,Good,german_credit_data.csv,Logistic Regression (Oversampling),
250,512,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
251,411,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
252,572,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
253,452,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
254,642,Good,german_credit_data.csv,Logistic Regression (Oversampling),
255,721,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
256,612,Good,german_credit_data.csv,Logistic Regression (Oversampling),
257,633,Good,german_credit_data.csv,Logistic Regression (Oversampling),
258,626,Good,german_credit_data.csv,Logistic Regression (Oversampling),
259,669,Good,german_credit_data.csv,Logistic Regression (Oversampling),
260,608,Good,german_credit_data.csv,Logistic Regression (Oversampling),
261,571,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
262,610,Good,german_credit_data.csv,Logistic Regression (Oversampling),
263,593,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
264,607,Good,german_credit_data.csv,Logistic Regression (Oversampling),
265,522,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
266,714,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
267,619,Good,german_credit_data.csv,Logistic Regression (Oversampling),
268,575,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
269,416,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
270,771,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
271,608,Good,german_credit_data.csv,Logistic Regression (Oversampling),
272,773,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
273,798,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
274,647,Good,german_credit_data.csv,Logistic Regression (Oversampling),
275,473,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
276,621,Good,german_credit_data.csv,Logistic Regression (Oversampling),
277,509,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
278,589,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
279,635,Good,german_credit_data.csv,Logistic Regression (Oversampling),
280,573,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
281,435,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
282,631,Good,german_credit_data.csv,Logistic Regression (Oversampling),
283,714,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
284,509,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
285,666,Good,german_credit_data.csv,Logistic Regression (Oversampling),
286,625,Good,german_credit_data.csv,Logistic Regression (Oversampling),
287,552,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
288,499,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
289,586,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
290,636,Good,german_credit_data.csv,Logistic Regression (Oversampling),
291,653,Good,german_credit_data.csv,Logistic Regression (Oversampling),
292,600,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
293,699,Good,german_credit_data.csv,Logistic Regression (Oversampling),
294,597,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
295,447,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
296,614,Good,german_credit_data.csv,Logistic Regression (Oversampling),
297,573,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
298,787,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
299,786,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
300,750,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
301,616,Good,german_credit_data.csv,Logistic Regression (Oversampling),
302,558,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
303,534,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
304,620,Good,german_credit_data.csv,Logistic Regression (Oversampling),
305,536,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
306,595,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
307,622,Good,german_credit_data.csv,Logistic Regression (Oversampling),
308,638,Good,german_credit_data.csv,Logistic Regression (Oversampling),
309,588,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
310,508,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
311,669,Good,german_credit_data.csv,Logistic Regression (Oversampling),
312,753,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
313,650,Good,german_credit_data.csv,Logistic Regression (Oversampling),
314,596,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
315,708,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
316,586,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
317,614,Good,german_credit_data.csv,Logistic Regression (Oversampling),
318,640,Good,german_credit_data.csv,Logistic Regression (Oversampling),
319,735,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
320,635,Good,german_credit_data.csv,Logistic Regression (Oversampling),
321,553,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
322,603,Good,german_credit_data.csv,Logistic Regression (Oversampling),
323,646,Good,german_credit_data.csv,Logistic Regression (Oversampling),
324,708,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
325,795,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
326,737,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
327,497,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
328,626,Good,german_credit_data.csv,Logistic Regression (Oversampling),
329,429,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
330,544,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
331,590,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
332,525,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
333,597,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
334,623,Good,german_credit_data.csv,Logistic Regression (Oversampling),
335,631,Good,german_credit_data.csv,Logistic Regression (Oversampling),
336,583,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
337,500,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
338,457,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
339,596,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
340,496,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
341,638,Good,german_credit_data.csv,Logistic Regression (Oversampling),
342,551,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
343,766,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
344,599,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
345,573,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
346,553,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
347,479,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
348,443,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
349,533,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
350,687,Good,german_credit_data.csv,Logistic Regression (Oversampling),
351,470,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
352,535,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
353,440,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
354,517,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
355,553,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
356,758,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
357,479,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
358,490,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
359,612,Good,german_credit_data.csv,Logistic Regression (Oversampling),
360,510,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
361,645,Good,german_credit_data.csv,Logistic Regression (Oversampling),
362,564,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
363,646,Good,german_credit_data.csv,Logistic Regression (Oversampling),
364,830,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
365,610,Good,german_credit_data.csv,Logistic Regression (Oversampling),
366,455,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
367,430,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
368,793,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
369,539,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
370,491,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
371,622,Good,german_credit_data.csv,Logistic Regression (Oversampling),
372,557,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
373,743,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
374,535,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
375,626,Good,german_credit_data.csv,Logistic Regression (Oversampling),
376,497,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
377,530,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
378,500,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
379,458,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
380,622,Good,german_credit_data.csv,Logistic Regression (Oversampling),
381,578,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
382,521,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
383,625,Good,german_credit_data.csv,Logistic Regression (Oversampling),
384,538,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
385,499,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
386,587,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
387,496,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
388,436,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
389,657,Good,german_credit_data.csv,Logistic Regression (Oversampling),
390,696,Good,german_credit_data.csv,Logistic Regression (Oversampling),
391,545,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
392,770,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
393,456,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
394,776,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
395,509,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
396,580,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
397,482,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
398,568,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
399,654,Good,german_credit_data.csv,Logistic Regression (Oversampling),
400,647,Good,german_credit_data.csv,Logistic Regression (Oversampling),
401,703,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
402,515,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
403,679,Good,german_credit_data.csv,Logistic Regression (Oversampling),
404,513,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
405,592,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
406,575,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
407,658,Good,german_credit_data.csv,Logistic Regression (Oversampling),
408,691,Good,german_credit_data.csv,Logistic Regression (Oversampling),
409,564,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
410,509,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
411,706,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
412,527,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
413,716,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
414,514,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
415,822,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
416,709,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
417,600,Fair,german_credit_data.csv,Logistic Regression (Oversampling),
418,657,Good,german_credit_data.csv,Logistic Regression (Oversampling),
419,781,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
420,703,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
421,698,Good,german_credit_data.csv,Logistic Regression (Oversampling),
422,735,Very Good,german_credit_data.csv,Logistic Regression (Oversampling),
