ID,FICO_Score,FICO_Class,Dataset_Name,Model_Name,Sampling_Technique
62,558,Fair,german_credit_data.csv,XGBoost (Oversampling),
63,304,LOW,german_credit_data.csv,XGBoost (Oversampling),
64,880,Very Good,german_credit_data.csv,XGBoost (Oversampling),
65,300,LOW,german_credit_data.csv,XGBoost (Oversampling),
66,320,LOW,german_credit_data.csv,XGBoost (Oversampling),
67,535,Fair,german_credit_data.csv,XGBoost (Oversampling),
68,655,Good,german_credit_data.csv,XGBoost (Oversampling),
69,411,Fair,german_credit_data.csv,XGBoost (Oversampling),
70,643,Good,german_credit_data.csv,XGBoost (Oversampling),
71,300,LOW,german_credit_data.csv,XGBoost (Oversampling),
72,301,LOW,german_credit_data.csv,XGBoost (Oversampling),
73,327,LOW,german_credit_data.csv,XGBoost (Oversampling),
74,331,LOW,german_credit_data.csv,XGBoost (Oversampling),
75,300,LOW,german_credit_data.csv,XGBoost (Oversampling),
76,306,LOW,german_credit_data.csv,XGBoost (Oversampling),
77,515,Fair,german_credit_data.csv,XGBoost (Oversampling),
78,334,LOW,german_credit_data.csv,XGBoost (Oversampling),
79,626,Good,german_credit_data.csv,XGBoost (Oversampling),
80,308,LOW,german_credit_data.csv,XGBoost (Oversampling),
81,393,LOW,german_credit_data.csv,XGBoost (Oversampling),
82,320,LOW,german_credit_data.csv,XGBoost (Oversampling),
83,384,LOW,german_credit_data.csv,XGBoost (Oversampling),
84,821,Very Good,german_credit_data.csv,XGBoost (Oversampling),
85,590,Fair,german_credit_data.csv,XGBoost (Oversampling),
86,598,Fair,german_credit_data.csv,XGBoost (Oversampling),
87,411,Fair,german_credit_data.csv,XGBoost (Oversampling),
88,515,Fair,german_credit_data.csv,XGBoost (Oversampling),
89,327,LOW,german_credit_data.csv,XGBoost (Oversampling),
90,789,Very Good,german_credit_data.csv,XGBoost (Oversampling),
91,321,LOW,german_credit_data.csv,XGBoost (Oversampling),
92,863,Very Good,german_credit_data.csv,XGBoost (Oversampling),
93,306,LOW,german_credit_data.csv,XGBoost (Oversampling),
94,475,Fair,german_credit_data.csv,XGBoost (Oversampling),
95,679,Good,german_credit_data.csv,XGBoost (Oversampling),
96,414,Fair,german_credit_data.csv,XGBoost (Oversampling),
97,348,LOW,german_credit_data.csv,XGBoost (Oversampling),
98,823,Very Good,german_credit_data.csv,XGBoost (Oversampling),
99,624,Good,german_credit_data.csv,XGBoost (Oversampling),
100,302,LOW,german_credit_data.csv,XGBoost (Oversampling),
101,874,Very Good,german_credit_data.csv,XGBoost (Oversampling),
102,347,LOW,german_credit_data.csv,XGBoost (Oversampling),
103,304,LOW,german_credit_data.csv,XGBoost (Oversampling),
104,479,Fair,german_credit_data.csv,XGBoost (Oversampling),
105,316,LOW,german_credit_data.csv,XGBoost (Oversampling),
106,345,LOW,german_credit_data.csv,XGBoost (Oversampling),
107,511,Fair,german_credit_data.csv,XGBoost (Oversampling),
108,348,LOW,german_credit_data.csv,XGBoost (Oversampling),
109,511,Fair,german_credit_data.csv,XGBoost (Oversampling),
110,656,Good,german_credit_data.csv,XGBoost (Oversampling),
111,388,LOW,german_credit_data.csv,XGBoost (Oversampling),
112,629,Good,german_credit_data.csv,XGBoost (Oversampling),
113,301,LOW,german_credit_data.csv,XGBoost (Oversampling),
114,554,Fair,german_credit_data.csv,XGBoost (Oversampling),
115,308,LOW,german_credit_data.csv,XGBoost (Oversampling),
116,667,Good,german_credit_data.csv,XGBoost (Oversampling),
117,359,LOW,german_credit_data.csv,XGBoost (Oversampling),
118,377,LOW,german_credit_data.csv,XGBoost (Oversampling),
119,678,Good,german_credit_data.csv,XGBoost (Oversampling),
120,332,LOW,german_credit_data.csv,XGBoost (Oversampling),
121,616,Good,german_credit_data.csv,XGBoost (Oversampling),
122,437,Fair,german_credit_data.csv,XGBoost (Oversampling),
123,320,LOW,german_credit_data.csv,XGBoost (Oversampling),
124,313,LOW,german_credit_data.csv,XGBoost (Oversampling),
125,702,Very Good,german_credit_data.csv,XGBoost (Oversampling),
126,856,Very Good,german_credit_data.csv,XGBoost (Oversampling),
127,629,Good,german_credit_data.csv,XGBoost (Oversampling),
128,345,LOW,german_credit_data.csv,XGBoost (Oversampling),
129,324,LOW,german_credit_data.csv,XGBoost (Oversampling),
130,728,Very Good,german_credit_data.csv,XGBoost (Oversampling),
131,355,LOW,german_credit_data.csv,XGBoost (Oversampling),
132,302,LOW,german_credit_data.csv,XGBoost (Oversampling),
133,306,LOW,german_credit_data.csv,XGBoost (Oversampling),
134,311,LOW,german_credit_data.csv,XGBoost (Oversampling),
135,321,LOW,german_credit_data.csv,XGBoost (Oversampling),
136,327,LOW,german_credit_data.csv,XGBoost (Oversampling),
137,312,LOW,german_credit_data.csv,XGBoost (Oversampling),
138,305,LOW,german_credit_data.csv,XGBoost (Oversampling),
139,337,LOW,german_credit_data.csv,XGBoost (Oversampling),
140,792,Very Good,german_credit_data.csv,XGBoost (Oversampling),
141,367,LOW,german_credit_data.csv,XGBoost (Oversampling),
142,334,LOW,german_credit_data.csv,XGBoost (Oversampling),
143,302,LOW,german_credit_data.csv,XGBoost (Oversampling),
144,315,LOW,german_credit_data.csv,XGBoost (Oversampling),
145,660,Good,german_credit_data.csv,XGBoost (Oversampling),
146,699,Good,german_credit_data.csv,XGBoost (Oversampling),
147,361,LOW,german_credit_data.csv,XGBoost (Oversampling),
148,343,LOW,german_credit_data.csv,XGBoost (Oversampling),
149,304,LOW,german_credit_data.csv,XGBoost (Oversampling),
150,317,LOW,german_credit_data.csv,XGBoost (Oversampling),
151,453,Fair,german_credit_data.csv,XGBoost (Oversampling),
152,338,LOW,german_credit_data.csv,XGBoost (Oversampling),
153,675,Good,german_credit_data.csv,XGBoost (Oversampling),
154,311,LOW,german_credit_data.csv,XGBoost (Oversampling),
155,479,Fair,german_credit_data.csv,XGBoost (Oversampling),
156,874,Very Good,german_credit_data.csv,XGBoost (Oversampling),
157,745,Very Good,german_credit_data.csv,XGBoost (Oversampling),
158,424,Fair,german_credit_data.csv,XGBoost (Oversampling),
159,412,Fair,german_credit_data.csv,XGBoost (Oversampling),
160,492,Fair,german_credit_data.csv,XGBoost (Oversampling),
161,317,LOW,german_credit_data.csv,XGBoost (Oversampling),
162,761,Very Good,german_credit_data.csv,XGBoost (Oversampling),
163,880,Very Good,german_credit_data.csv,XGBoost (Oversampling),
164,748,Very Good,german_credit_data.csv,XGBoost (Oversampling),
165,590,Fair,german_credit_data.csv,XGBoost (Oversampling),
166,359,LOW,german_credit_data.csv,XGBoost (Oversampling),
167,302,LOW,german_credit_data.csv,XGBoost (Oversampling),
168,419,Fair,german_credit_data.csv,XGBoost (Oversampling),
169,892,Very Good,german_credit_data.csv,XGBoost (Oversampling),
170,349,LOW,german_credit_data.csv,XGBoost (Oversampling),
171,302,LOW,german_credit_data.csv,XGBoost (Oversampling),
172,314,LOW,german_credit_data.csv,XGBoost (Oversampling),
173,301,LOW,german_credit_data.csv,XGBoost (Oversampling),
174,310,LOW,german_credit_data.csv,XGBoost (Oversampling),
175,384,LOW,german_credit_data.csv,XGBoost (Oversampling),
176,593,Fair,german_credit_data.csv,XGBoost (Oversampling),
177,300,LOW,german_credit_data.csv,XGBoost (Oversampling),
178,379,LOW,german_credit_data.csv,XGBoost (Oversampling),
179,504,Fair,german_credit_data.csv,XGBoost (Oversampling),
180,398,LOW,german_credit_data.csv,XGBoost (Oversampling),
181,316,LOW,german_credit_data.csv,XGBoost (Oversampling),
182,303,LOW,german_credit_data.csv,XGBoost (Oversampling),
183,336,LOW,german_credit_data.csv,XGBoost (Oversampling),
184,533,Fair,german_credit_data.csv,XGBoost (Oversampling),
185,302,LOW,german_credit_data.csv,XGBoost (Oversampling),
186,503,Fair,german_credit_data.csv,XGBoost (Oversampling),
187,324,LOW,german_credit_data.csv,XGBoost (Oversampling),
188,563,Fair,german_credit_data.csv,XGBoost (Oversampling),
189,304,LOW,german_credit_data.csv,XGBoost (Oversampling),
190,314,LOW,german_credit_data.csv,XGBoost (Oversampling),
191,885,Very Good,german_credit_data.csv,XGBoost (Oversampling),
192,848,Very Good,german_credit_data.csv,XGBoost (Oversampling),
193,334,LOW,german_credit_data.csv,XGBoost (Oversampling),
194,350,LOW,german_credit_data.csv,XGBoost (Oversampling),
195,309,LOW,german_credit_data.csv,XGBoost (Oversampling),
196,647,Good,german_credit_data.csv,XGBoost (Oversampling),
197,313,LOW,german_credit_data.csv,XGBoost (Oversampling),
198,587,Fair,german_credit_data.csv,XGBoost (Oversampling),
199,874,Very Good,german_credit_data.csv,XGBoost (Oversampling),
200,825,Very Good,german_credit_data.csv,XGBoost (Oversampling),
201,686,Good,german_credit_data.csv,XGBoost (Oversampling),
202,327,LOW,german_credit_data.csv,XGBoost (Oversampling),
203,825,Very Good,german_credit_data.csv,XGBoost (Oversampling),
204,646,Good,german_credit_data.csv,XGBoost (Oversampling),
205,760,Very Good,german_credit_data.csv,XGBoost (Oversampling),
206,321,LOW,german_credit_data.csv,XGBoost (Oversampling),
207,338,LOW,german_credit_data.csv,XGBoost (Oversampling),
208,307,LOW,german_credit_data.csv,XGBoost (Oversampling),
209,315,LOW,german_credit_data.csv,XGBoost (Oversampling),
210,807,Very Good,german_credit_data.csv,XGBoost (Oversampling),
211,648,Good,german_credit_data.csv,XGBoost (Oversampling),
212,551,Fair,german_credit_data.csv,XGBoost (Oversampling),
213,470,Fair,german_credit_data.csv,XGBoost (Oversampling),
214,557,Fair,german_credit_data.csv,XGBoost (Oversampling),
215,311,LOW,german_credit_data.csv,XGBoost (Oversampling),
216,301,LOW,german_credit_data.csv,XGBoost (Oversampling),
217,526,Fair,german_credit_data.csv,XGBoost (Oversampling),
218,323,LOW,german_credit_data.csv,XGBoost (Oversampling),
219,689,Good,german_credit_data.csv,XGBoost (Oversampling),
220,354,LOW,german_credit_data.csv,XGBoost (Oversampling),
221,316,LOW,german_credit_data.csv,XGBoost (Oversampling),
222,304,LOW,german_credit_data.csv,XGBoost (Oversampling),
223,330,LOW,german_credit_data.csv,XGBoost (Oversampling),
224,362,LOW,german_credit_data.csv,XGBoost (Oversampling),
225,303,LOW,german_credit_data.csv,XGBoost (Oversampling),
226,371,LOW,german_credit_data.csv,XGBoost (Oversampling),
227,847,Very Good,german_credit_data.csv,XGBoost (Oversampling),
228,311,LOW,german_credit_data.csv,XGBoost (Oversampling),
229,301,LOW,german_credit_data.csv,XGBoost (Oversampling),
230,311,LOW,german_credit_data.csv,XGBoost (Oversampling),
231,370,LOW,german_credit_data.csv,XGBoost (Oversampling),
232,788,Very Good,german_credit_data.csv,XGBoost (Oversampling),
233,309,LOW,german_credit_data.csv,XGBoost (Oversampling),
234,314,LOW,german_credit_data.csv,XGBoost (Oversampling),
235,316,LOW,german_credit_data.csv,XGBoost (Oversampling),
236,482,Fair,german_credit_data.csv,XGBoost (Oversampling),
237,314,LOW,german_credit_data.csv,XGBoost (Oversampling),
238,565,Fair,german_credit_data.csv,XGBoost (Oversampling),
239,798,Very Good,german_credit_data.csv,XGBoost (Oversampling),
240,885,Very Good,german_credit_data.csv,XGBoost (Oversampling),
241,337,LOW,german_credit_data.csv,XGBoost (Oversampling),
242,304,LOW,german_credit_data.csv,XGBoost (Oversampling),
243,406,Fair,german_credit_data.csv,XGBoost (Oversampling),
244,822,Very Good,german_credit_data.csv,XGBoost (Oversampling),
245,308,LOW,german_credit_data.csv,XGBoost (Oversampling),
246,306,LOW,german_credit_data.csv,XGBoost (Oversampling),
247,575,Fair,german_credit_data.csv,XGBoost (Oversampling),
248,300,LOW,german_credit_data.csv,XGBoost (Oversampling),
249,892,Very Good,german_credit_data.csv,XGBoost (Oversampling),
250,453,Fair,german_credit_data.csv,XGBoost (Oversampling),
251,309,LOW,german_credit_data.csv,XGBoost (Oversampling),
252,531,Fair,german_credit_data.csv,XGBoost (Oversampling),
253,340,LOW,german_credit_data.csv,XGBoost (Oversampling),
254,341,LOW,german_credit_data.csv,XGBoost (Oversampling),
255,365,LOW,german_credit_data.csv,XGBoost (Oversampling),
256,301,LOW,german_credit_data.csv,XGBoost (Oversampling),
257,305,LOW,german_credit_data.csv,XGBoost (Oversampling),
258,408,Fair,german_credit_data.csv,XGBoost (Oversampling),
259,391,LOW,german_credit_data.csv,XGBoost (Oversampling),
260,648,Good,german_credit_data.csv,XGBoost (Oversampling),
261,300,LOW,german_credit_data.csv,XGBoost (Oversampling),
262,329,LOW,german_credit_data.csv,XGBoost (Oversampling),
263,337,LOW,german_credit_data.csv,XGBoost (Oversampling),
264,732,Very Good,german_credit_data.csv,XGBoost (Oversampling),
265,316,LOW,german_credit_data.csv,XGBoost (Oversampling),
266,327,LOW,german_credit_data.csv,XGBoost (Oversampling),
267,352,LOW,german_credit_data.csv,XGBoost (Oversampling),
268,365,LOW,german_credit_data.csv,XGBoost (Oversampling),
269,850,Very Good,german_credit_data.csv,XGBoost (Oversampling),
270,318,LOW,german_credit_data.csv,XGBoost (Oversampling),
271,415,Fair,german_credit_data.csv,XGBoost (Oversampling),
272,376,LOW,german_credit_data.csv,XGBoost (Oversampling),
273,320,LOW,german_credit_data.csv,XGBoost (Oversampling),
274,504,Fair,german_credit_data.csv,XGBoost (Oversampling),
275,453,Fair,german_credit_data.csv,XGBoost (Oversampling),
276,443,Fair,german_credit_data.csv,XGBoost (Oversampling),
277,841,Very Good,german_credit_data.csv,XGBoost (Oversampling),
278,314,LOW,german_credit_data.csv,XGBoost (Oversampling),
279,570,Fair,german_credit_data.csv,XGBoost (Oversampling),
280,762,Very Good,german_credit_data.csv,XGBoost (Oversampling),
281,781,Very Good,german_credit_data.csv,XGBoost (Oversampling),
282,517,Fair,german_credit_data.csv,XGBoost (Oversampling),
283,322,LOW,german_credit_data.csv,XGBoost (Oversampling),
284,319,LOW,german_credit_data.csv,XGBoost (Oversampling),
285,407,Fair,german_credit_data.csv,XGBoost (Oversampling),
286,855,Very Good,german_credit_data.csv,XGBoost (Oversampling),
287,307,LOW,german_credit_data.csv,XGBoost (Oversampling),
288,676,Good,german_credit_data.csv,XGBoost (Oversampling),
289,309,LOW,german_credit_data.csv,XGBoost (Oversampling),
290,476,Fair,german_credit_data.csv,XGBoost (Oversampling),
291,449,Fair,german_credit_data.csv,XGBoost (Oversampling),
292,817,Very Good,german_credit_data.csv,XGBoost (Oversampling),
293,452,Fair,german_credit_data.csv,XGBoost (Oversampling),
294,343,LOW,german_credit_data.csv,XGBoost (Oversampling),
295,400,LOW,german_credit_data.csv,XGBoost (Oversampling),
296,303,LOW,german_credit_data.csv,XGBoost (Oversampling),
297,785,Very Good,german_credit_data.csv,XGBoost (Oversampling),
298,347,LOW,german_credit_data.csv,XGBoost (Oversampling),
299,509,Fair,german_credit_data.csv,XGBoost (Oversampling),
300,333,LOW,german_credit_data.csv,XGBoost (Oversampling),
301,512,Fair,german_credit_data.csv,XGBoost (Oversampling),
302,316,LOW,german_credit_data.csv,XGBoost (Oversampling),
303,418,Fair,german_credit_data.csv,XGBoost (Oversampling),
304,318,LOW,german_credit_data.csv,XGBoost (Oversampling),
305,304,LOW,german_credit_data.csv,XGBoost (Oversampling),
306,364,LOW,german_credit_data.csv,XGBoost (Oversampling),
307,319,LOW,german_credit_data.csv,XGBoost (Oversampling),
308,339,LOW,german_credit_data.csv,XGBoost (Oversampling),
309,728,Very Good,german_credit_data.csv,XGBoost (Oversampling),
310,755,Very Good,german_credit_data.csv,XGBoost (Oversampling),
311,790,Very Good,german_credit_data.csv,XGBoost (Oversampling),
312,325,LOW,german_credit_data.csv,XGBoost (Oversampling),
313,381,LOW,german_credit_data.csv,XGBoost (Oversampling),
314,379,LOW,german_credit_data.csv,XGBoost (Oversampling),
315,323,LOW,german_credit_data.csv,XGBoost (Oversampling),
316,580,Fair,german_credit_data.csv,XGBoost (Oversampling),
317,316,LOW,german_credit_data.csv,XGBoost (Oversampling),
318,476,Fair,german_credit_data.csv,XGBoost (Oversampling),
319,332,LOW,german_credit_data.csv,XGBoost (Oversampling),
320,422,Fair,german_credit_data.csv,XGBoost (Oversampling),
321,734,Very Good,german_credit_data.csv,XGBoost (Oversampling),
322,386,LOW,german_credit_data.csv,XGBoost (Oversampling),
323,647,Good,german_credit_data.csv,XGBoost (Oversampling),
324,364,LOW,german_credit_data.csv,XGBoost (Oversampling),
325,345,LOW,german_credit_data.csv,XGBoost (Oversampling),
326,433,Fair,german_credit_data.csv,XGBoost (Oversampling),
327,301,LOW,german_credit_data.csv,XGBoost (Oversampling),
328,395,LOW,german_credit_data.csv,XGBoost (Oversampling),
329,744,Very Good,german_credit_data.csv,XGBoost (Oversampling),
330,469,Fair,german_credit_data.csv,XGBoost (Oversampling),
331,327,LOW,german_credit_data.csv,XGBoost (Oversampling),
332,837,Very Good,german_credit_data.csv,XGBoost (Oversampling),
333,310,LOW,german_credit_data.csv,XGBoost (Oversampling),
334,301,LOW,german_credit_data.csv,XGBoost (Oversampling),
335,436,Fair,german_credit_data.csv,XGBoost (Oversampling),
336,569,Fair,german_credit_data.csv,XGBoost (Oversampling),
337,320,LOW,german_credit_data.csv,XGBoost (Oversampling),
338,434,Fair,german_credit_data.csv,XGBoost (Oversampling),
339,592,Fair,german_credit_data.csv,XGBoost (Oversampling),
340,451,Fair,german_credit_data.csv,XGBoost (Oversampling),
341,301,LOW,german_credit_data.csv,XGBoost (Oversampling),
342,488,Fair,german_credit_data.csv,XGBoost (Oversampling),
343,352,LOW,german_credit_data.csv,XGBoost (Oversampling),
344,351,LOW,german_credit_data.csv,XGBoost (Oversampling),
345,331,LOW,german_credit_data.csv,XGBoost (Oversampling),
346,630,Good,german_credit_data.csv,XGBoost (Oversampling),
347,302,LOW,german_credit_data.csv,XGBoost (Oversampling),
348,305,LOW,german_credit_data.csv,XGBoost (Oversampling),
349,389,LOW,german_credit_data.csv,XGBoost (Oversampling),
350,523,Fair,german_credit_data.csv,XGBoost (Oversampling),
351,476,Fair,german_credit_data.csv,XGBoost (Oversampling),
352,524,Fair,german_credit_data.csv,XGBoost (Oversampling),
353,344,LOW,german_credit_data.csv,XGBoost (Oversampling),
354,887,Very Good,german_credit_data.csv,XGBoost (Oversampling),
355,778,Very Good,german_credit_data.csv,XGBoost (Oversampling),
356,302,LOW,german_credit_data.csv,XGBoost (Oversampling),
357,351,LOW,german_credit_data.csv,XGBoost (Oversampling),
358,757,Very Good,german_credit_data.csv,XGBoost (Oversampling),
359,495,Fair,german_credit_data.csv,XGBoost (Oversampling),
360,515,Fair,german_credit_data.csv,XGBoost (Oversampling),
361,484,Fair,german_credit_data.csv,XGBoost (Oversampling),
362,346,LOW,german_credit_data.csv,XGBoost (Oversampling),
363,818,Very Good,german_credit_data.csv,XGBoost (Oversampling),
364,859,Very Good,german_credit_data.csv,XGBoost (Oversampling),
365,307,LOW,german_credit_data.csv,XGBoost (Oversampling),
366,300,LOW,german_credit_data.csv,XGBoost (Oversampling),
367,539,Fair,german_credit_data.csv,XGBoost (Oversampling),
368,321,LOW,german_credit_data.csv,XGBoost (Oversampling),
369,399,LOW,german_credit_data.csv,XGBoost (Oversampling),
370,361,LOW,german_credit_data.csv,XGBoost (Oversampling),
371,367,LOW,german_credit_data.csv,XGBoost (Oversampling),
372,403,Fair,german_credit_data.csv,XGBoost (Oversampling),
373,367,LOW,german_credit_data.csv,XGBoost (Oversampling),
374,310,LOW,german_credit_data.csv,XGBoost (Oversampling),
375,326,LOW,german_credit_data.csv,XGBoost (Oversampling),
376,444,Fair,german_credit_data.csv,XGBoost (Oversampling),
377,866,Very Good,german_credit_data.csv,XGBoost (Oversampling),
378,327,LOW,german_credit_data.csv,XGBoost (Oversampling),
379,323,LOW,german_credit_data.csv,XGBoost (Oversampling),
380,398,LOW,german_credit_data.csv,XGBoost (Oversampling),
381,509,Fair,german_credit_data.csv,XGBoost (Oversampling),
382,327,LOW,german_credit_data.csv,XGBoost (Oversampling),
383,304,LOW,german_credit_data.csv,XGBoost (Oversampling),
384,468,Fair,german_credit_data.csv,XGBoost (Oversampling),
385,332,LOW,german_credit_data.csv,XGBoost (Oversampling),
386,504,Fair,german_credit_data.csv,XGBoost (Oversampling),
387,315,LOW,german_credit_data.csv,XGBoost (Oversampling),
388,307,LOW,german_credit_data.csv,XGBoost (Oversampling),
389,731,Very Good,german_credit_data.csv,XGBoost (Oversampling),
390,640,Good,german_credit_data.csv,XGBoost (Oversampling),
391,360,LOW,german_credit_data.csv,XGBoost (Oversampling),
392,330,LOW,german_credit_data.csv,XGBoost (Oversampling),
393,393,LOW,german_credit_data.csv,XGBoost (Oversampling),
394,392,LOW,german_credit_data.csv,XGBoost (Oversampling),
395,643,Good,german_credit_data.csv,XGBoost (Oversampling),
396,317,LOW,german_credit_data.csv,XGBoost (Oversampling),
397,531,Fair,german_credit_data.csv,XGBoost (Oversampling),
398,512,Fair,german_credit_data.csv,XGBoost (Oversampling),
399,303,LOW,german_credit_data.csv,XGBoost (Oversampling),
