,FICO_Score,FICO_Class
240,300,LOW
241,900,Very Good
242,900,Very Good
243,900,Very Good
244,900,Very Good
245,900,Very Good
246,900,Very Good
247,900,Very Good
248,900,Very Good
249,300,LOW
250,900,Very Good
251,300,LOW
252,900,Very Good
253,900,Very Good
254,900,Very Good
255,900,Very Good
256,900,Very Good
257,300,LOW
258,300,LOW
259,900,Very Good
260,300,LOW
261,900,Very Good
262,300,LOW
263,300,LOW
264,900,Very Good
265,900,Very Good
266,900,Very Good
267,900,Very Good
268,900,Very Good
269,900,Very Good
270,900,Very Good
271,300,LOW
272,300,LOW
273,900,Very Good
274,900,Very Good
275,300,LOW
276,900,Very Good
277,300,LOW
278,900,Very Good
279,300,LOW
280,900,Very Good
281,900,Very Good
282,300,LOW
283,900,Very Good
284,900,Very Good
285,900,Very Good
286,900,Very Good
287,300,LOW
288,900,Very Good
289,900,Very Good
290,900,Very Good
291,900,Very Good
292,900,Very Good
293,900,Very Good
294,900,Very Good
295,900,Very Good
296,900,Very Good
297,900,Very Good
298,900,Very Good
299,900,Very Good
300,900,Very Good
301,900,Very Good
302,900,Very Good
303,300,LOW
304,900,Very Good
305,900,Very Good
306,300,LOW
307,900,Very Good
308,900,Very Good
309,900,Very Good
310,900,Very Good
311,900,Very Good
312,900,Very Good
313,900,Very Good
314,900,Very Good
315,300,LOW
316,900,Very Good
317,300,LOW
318,900,Very Good
319,900,Very Good
320,900,Very Good
321,900,Very Good
322,900,Very Good
323,900,Very Good
324,900,Very Good
325,300,LOW
326,300,LOW
327,900,Very Good
328,300,LOW
329,900,Very Good
330,900,Very Good
331,900,Very Good
332,300,LOW
333,900,Very Good
334,300,LOW
335,900,Very Good
336,900,Very Good
337,900,Very Good
338,900,Very Good
339,900,Very Good
340,300,LOW
341,900,Very Good
342,900,Very Good
343,900,Very Good
344,900,Very Good
345,900,Very Good
346,300,LOW
347,900,Very Good
348,300,LOW
349,900,Very Good
350,900,Very Good
351,900,Very Good
352,900,Very Good
353,900,Very Good
354,900,Very Good
355,300,LOW
356,900,Very Good
357,900,Very Good
358,900,Very Good
359,900,Very Good
360,900,Very Good
361,300,LOW
362,300,LOW
363,300,LOW
364,900,Very Good
365,900,Very Good
366,900,Very Good
367,300,LOW
368,900,Very Good
369,900,Very Good
370,300,LOW
371,900,Very Good
372,900,Very Good
373,900,Very Good
374,900,Very Good
375,300,LOW
376,900,Very Good
377,900,Very Good
378,900,Very Good
379,900,Very Good
380,900,Very Good
381,900,Very Good
382,300,LOW
383,900,Very Good
384,900,Very Good
385,900,Very Good
386,900,Very Good
387,300,LOW
388,900,Very Good
389,900,Very Good
390,900,Very Good
391,900,Very Good
392,900,Very Good
393,900,Very Good
394,300,LOW
395,900,Very Good
396,900,Very Good
397,900,Very Good
398,300,LOW
399,900,Very Good
400,900,Very Good
401,900,Very Good
402,900,Very Good
403,900,Very Good
404,900,Very Good
405,900,Very Good
406,900,Very Good
407,900,Very Good
408,900,Very Good
409,900,Very Good
410,300,LOW
411,300,LOW
412,900,Very Good
413,300,LOW
414,900,Very Good
415,900,Very Good
416,900,Very Good
417,900,Very Good
418,900,Very Good
419,900,Very Good
420,900,Very Good
421,300,LOW
422,900,Very Good
423,900,Very Good
424,900,Very Good
425,900,Very Good
426,900,Very Good
427,900,Very Good
428,300,LOW
429,900,Very Good
430,900,Very Good
431,900,Very Good
432,900,Very Good
433,900,Very Good
434,900,Very Good
435,900,Very Good
436,300,LOW
437,900,Very Good
438,300,LOW
439,900,Very Good
440,900,Very Good
441,300,LOW
442,900,Very Good
443,900,Very Good
444,300,LOW
445,900,Very Good
446,900,Very Good
447,900,Very Good
448,900,Very Good
449,900,Very Good
450,300,LOW
451,900,Very Good
452,900,Very Good
453,900,Very Good
454,900,Very Good
455,900,Very Good
456,900,Very Good
457,900,Very Good
458,900,Very Good
459,900,Very Good
460,900,Very Good
461,300,LOW
462,900,Very Good
463,900,Very Good
464,900,Very Good
465,900,Very Good
466,900,Very Good
467,300,LOW
468,300,LOW
469,900,Very Good
470,300,LOW
471,300,LOW
472,900,Very Good
473,900,Very Good
474,900,Very Good
475,900,Very Good
476,900,Very Good
477,300,LOW
478,900,Very Good
479,900,Very Good
480,900,Very Good
481,900,Very Good
482,900,Very Good
483,900,Very Good
484,900,Very Good
485,900,Very Good
486,300,LOW
487,900,Very Good
488,900,Very Good
489,900,Very Good
490,300,LOW
491,900,Very Good
492,300,LOW
493,900,Very Good
494,300,LOW
495,900,Very Good
496,900,Very Good
497,900,Very Good
498,900,Very Good
499,900,Very Good
500,900,Very Good
501,300,LOW
502,900,Very Good
503,900,Very Good
504,900,Very Good
505,900,Very Good
506,900,Very Good
507,300,LOW
508,900,Very Good
509,900,Very Good
510,900,Very Good
511,900,Very Good
512,900,Very Good
513,300,LOW
514,900,Very Good
515,900,Very Good
516,900,Very Good
517,900,Very Good
518,900,Very Good
519,900,Very Good
520,900,Very Good
521,900,Very Good
522,900,Very Good
523,900,Very Good
524,900,Very Good
525,900,Very Good
526,900,Very Good
527,300,LOW
528,300,LOW
529,900,Very Good
530,900,Very Good
531,900,Very Good
532,900,Very Good
533,300,LOW
534,900,Very Good
535,900,Very Good
536,900,Very Good
537,900,Very Good
538,900,Very Good
539,900,Very Good
540,900,Very Good
541,900,Very Good
542,900,Very Good
543,900,Very Good
544,900,Very Good
545,900,Very Good
546,900,Very Good
547,900,Very Good
548,900,Very Good
549,900,Very Good
550,900,Very Good
551,900,Very Good
552,900,Very Good
553,900,Very Good
554,900,Very Good
555,900,Very Good
556,300,LOW
557,900,Very Good
558,300,LOW
559,900,Very Good
560,900,Very Good
561,900,Very Good
562,300,LOW
563,900,Very Good
564,900,Very Good
565,900,Very Good
566,900,Very Good
567,900,Very Good
568,300,LOW
569,900,Very Good
570,300,LOW
571,900,Very Good
572,300,LOW
573,300,LOW
574,900,Very Good
575,900,Very Good
576,900,Very Good
577,900,Very Good
578,900,Very Good
579,900,Very Good
580,900,Very Good
581,900,Very Good
582,900,Very Good
583,300,LOW
584,900,Very Good
585,900,Very Good
586,900,Very Good
587,900,Very Good
588,900,Very Good
589,900,Very Good
590,900,Very Good
591,900,Very Good
592,900,Very Good
593,900,Very Good
594,900,Very Good
595,900,Very Good
596,900,Very Good
597,900,Very Good
598,900,Very Good
599,900,Very Good
600,900,Very Good
601,300,LOW
602,300,LOW
603,900,Very Good
604,900,Very Good
605,900,Very Good
606,900,Very Good
607,900,Very Good
608,300,LOW
609,900,Very Good
610,900,Very Good
611,300,LOW
612,900,Very Good
613,900,Very Good
614,900,Very Good
615,900,Very Good
616,900,Very Good
617,900,Very Good
618,300,LOW
619,900,Very Good
620,900,Very Good
621,900,Very Good
622,300,LOW
623,300,LOW
624,900,Very Good
625,900,Very Good
626,900,Very Good
627,900,Very Good
628,900,Very Good
629,900,Very Good
630,900,Very Good
631,900,Very Good
632,900,Very Good
633,900,Very Good
634,900,Very Good
635,900,Very Good
636,900,Very Good
637,300,LOW
638,900,Very Good
639,900,Very Good
640,300,LOW
641,900,Very Good
642,300,LOW
643,900,Very Good
644,300,LOW
645,900,Very Good
646,900,Very Good
647,300,LOW
648,300,LOW
649,900,Very Good
650,900,Very Good
651,900,Very Good
652,300,LOW
653,900,Very Good
654,900,Very Good
655,900,Very Good
656,900,Very Good
657,900,Very Good
658,900,Very Good
659,300,LOW
660,900,Very Good
661,900,Very Good
662,900,Very Good
663,900,Very Good
664,900,Very Good
665,900,Very Good
666,300,LOW
667,900,Very Good
668,300,LOW
669,300,LOW
670,900,Very Good
671,900,Very Good
672,900,Very Good
673,300,LOW
674,900,Very Good
675,900,Very Good
676,900,Very Good
677,900,Very Good
678,900,Very Good
679,900,Very Good
680,300,LOW
681,900,Very Good
682,900,Very Good
683,900,Very Good
684,900,Very Good
685,900,Very Good
686,900,Very Good
687,900,Very Good
688,300,LOW
689,900,Very Good
690,900,Very Good
691,900,Very Good
692,900,Very Good
693,900,Very Good
694,300,LOW
695,300,LOW
696,300,LOW
697,900,Very Good
698,300,LOW
699,900,Very Good
700,900,Very Good
701,900,Very Good
702,300,LOW
703,300,LOW
704,900,Very Good
705,300,LOW
706,900,Very Good
707,900,Very Good
708,900,Very Good
709,900,Very Good
710,900,Very Good
711,900,Very Good
712,900,Very Good
713,900,Very Good
714,900,Very Good
715,900,Very Good
716,900,Very Good
717,900,Very Good
718,300,LOW
719,900,Very Good
720,900,Very Good
721,300,LOW
722,900,Very Good
723,900,Very Good
724,300,LOW
725,300,LOW
726,900,Very Good
727,900,Very Good
728,300,LOW
729,300,LOW
730,900,Very Good
731,900,Very Good
732,900,Very Good
733,900,Very Good
734,900,Very Good
735,900,Very Good
736,900,Very Good
737,900,Very Good
738,900,Very Good
739,900,Very Good
740,300,LOW
741,900,Very Good
742,900,Very Good
743,900,Very Good
744,900,Very Good
745,900,Very Good
746,300,LOW
747,900,Very Good
748,900,Very Good
749,300,LOW
750,900,Very Good
751,300,LOW
752,900,Very Good
753,900,Very Good
754,300,LOW
755,300,LOW
756,300,LOW
757,900,Very Good
758,900,Very Good
759,900,Very Good
760,300,LOW
761,900,Very Good
762,900,Very Good
763,900,Very Good
764,900,Very Good
765,900,Very Good
766,900,Very Good
767,900,Very Good
768,900,Very Good
769,300,LOW
770,900,Very Good
771,300,LOW
772,300,LOW
773,900,Very Good
774,900,Very Good
775,300,LOW
776,900,Very Good
777,900,Very Good
778,300,LOW
779,900,Very Good
780,900,Very Good
781,900,Very Good
782,900,Very Good
783,900,Very Good
784,900,Very Good
785,900,Very Good
786,900,Very Good
787,900,Very Good
788,300,LOW
789,300,LOW
790,900,Very Good
791,900,Very Good
792,900,Very Good
793,300,LOW
794,900,Very Good
795,900,Very Good
796,900,Very Good
797,300,LOW
798,900,Very Good
799,900,Very Good
800,300,LOW
801,300,LOW
802,300,LOW
803,900,Very Good
804,900,Very Good
805,300,LOW
806,300,LOW
807,900,Very Good
808,900,Very Good
809,900,Very Good
810,900,Very Good
811,900,Very Good
812,900,Very Good
813,900,Very Good
814,900,Very Good
815,900,Very Good
816,900,Very Good
817,900,Very Good
818,900,Very Good
819,300,LOW
820,900,Very Good
821,300,LOW
822,900,Very Good
823,900,Very Good
824,300,LOW
825,900,Very Good
826,900,Very Good
827,900,Very Good
828,900,Very Good
829,900,Very Good
830,900,Very Good
831,900,Very Good
832,900,Very Good
833,900,Very Good
834,300,LOW
835,300,LOW
836,900,Very Good
837,900,Very Good
838,900,Very Good
839,300,LOW
840,300,LOW
841,900,Very Good
842,900,Very Good
843,900,Very Good
844,900,Very Good
845,900,Very Good
846,900,Very Good
847,900,Very Good
848,900,Very Good
849,900,Very Good
850,900,Very Good
851,300,LOW
852,300,LOW
853,900,Very Good
854,900,Very Good
855,300,LOW
856,900,Very Good
857,300,LOW
858,900,Very Good
859,300,LOW
860,900,Very Good
861,900,Very Good
862,900,Very Good
863,900,Very Good
864,300,LOW
865,900,Very Good
866,900,Very Good
867,900,Very Good
868,900,Very Good
869,900,Very Good
870,900,Very Good
871,300,LOW
872,900,Very Good
873,900,Very Good
874,900,Very Good
875,900,Very Good
876,900,Very Good
877,900,Very Good
878,300,LOW
879,900,Very Good
880,900,Very Good
881,900,Very Good
882,900,Very Good
883,300,LOW
884,900,Very Good
885,300,LOW
886,900,Very Good
887,900,Very Good
888,900,Very Good
889,900,Very Good
890,900,Very Good
891,900,Very Good
892,900,Very Good
893,900,Very Good
894,900,Very Good
895,900,Very Good
896,900,Very Good
897,900,Very Good
898,900,Very Good
899,900,Very Good
900,900,Very Good
901,900,Very Good
902,900,Very Good
903,900,Very Good
904,900,Very Good
905,300,LOW
906,900,Very Good
907,300,LOW
908,900,Very Good
909,300,LOW
910,900,Very Good
911,900,Very Good
912,900,Very Good
913,300,LOW
914,900,Very Good
915,900,Very Good
916,900,Very Good
917,900,Very Good
918,300,LOW
919,900,Very Good
920,300,LOW
921,900,Very Good
922,900,Very Good
923,300,LOW
924,900,Very Good
925,900,Very Good
926,300,LOW
927,900,Very Good
928,900,Very Good
929,300,LOW
930,900,Very Good
931,300,LOW
932,900,Very Good
933,300,LOW
934,900,Very Good
935,900,Very Good
936,300,LOW
937,300,LOW
938,900,Very Good
939,900,Very Good
940,900,Very Good
941,300,LOW
942,900,Very Good
943,300,LOW
944,900,Very Good
945,300,LOW
946,900,Very Good
947,900,Very Good
948,900,Very Good
949,300,LOW
950,900,Very Good
951,900,Very Good
952,900,Very Good
953,900,Very Good
954,900,Very Good
955,900,Very Good
956,900,Very Good
957,900,Very Good
958,900,Very Good
959,900,Very Good
960,900,Very Good
961,900,Very Good
962,300,LOW
963,900,Very Good
964,300,LOW
965,900,Very Good
966,300,LOW
967,300,LOW
968,300,LOW
969,900,Very Good
970,900,Very Good
971,900,Very Good
972,300,LOW
973,900,Very Good
974,900,Very Good
975,900,Very Good
976,900,Very Good
977,900,Very Good
978,900,Very Good
979,300,LOW
980,900,Very Good
981,900,Very Good
982,300,LOW
983,900,Very Good
984,900,Very Good
985,900,Very Good
986,900,Very Good
987,300,LOW
988,900,Very Good
989,900,Very Good
990,900,Very Good
991,900,Very Good
992,900,Very Good
993,900,Very Good
994,300,LOW
995,900,Very Good
996,300,LOW
997,300,LOW
998,300,LOW
999,300,LOW
1000,900,Very Good
1001,900,Very Good
1002,900,Very Good
1003,900,Very Good
1004,900,Very Good
1005,900,Very Good
1006,900,Very Good
1007,900,Very Good
1008,900,Very Good
1009,300,LOW
1010,300,LOW
1011,900,Very Good
1012,300,LOW
1013,900,Very Good
1014,300,LOW
1015,900,Very Good
1016,300,LOW
1017,900,Very Good
1018,900,Very Good
1019,900,Very Good
1020,900,Very Good
1021,900,Very Good
1022,900,Very Good
1023,900,Very Good
1024,300,LOW
1025,900,Very Good
1026,900,Very Good
1027,900,Very Good
1028,900,Very Good
1029,900,Very Good
1030,900,Very Good
1031,900,Very Good
1032,900,Very Good
1033,900,Very Good
1034,300,LOW
1035,300,LOW
1036,900,Very Good
1037,900,Very Good
1038,300,LOW
1039,900,Very Good
1040,900,Very Good
1041,300,LOW
1042,900,Very Good
1043,900,Very Good
1044,900,Very Good
1045,900,Very Good
1046,900,Very Good
1047,900,Very Good
1048,900,Very Good
1049,900,Very Good
1050,900,Very Good
1051,900,Very Good
1052,900,Very Good
1053,300,LOW
1054,900,Very Good
1055,900,Very Good
1056,900,Very Good
1057,300,LOW
1058,300,LOW
1059,900,Very Good
1060,900,Very Good
1061,900,Very Good
1062,900,Very Good
1063,900,Very Good
1064,900,Very Good
1065,300,LOW
1066,900,Very Good
1067,900,Very Good
1068,900,Very Good
1069,300,LOW
1070,300,LOW
1071,900,Very Good
1072,900,Very Good
1073,900,Very Good
1074,900,Very Good
1075,900,Very Good
1076,900,Very Good
1077,900,Very Good
1078,900,Very Good
1079,300,LOW
1080,300,LOW
1081,900,Very Good
1082,900,Very Good
1083,900,Very Good
1084,300,LOW
1085,900,Very Good
1086,900,Very Good
1087,900,Very Good
1088,300,LOW
1089,300,LOW
1090,900,Very Good
1091,300,LOW
1092,300,LOW
1093,900,Very Good
1094,900,Very Good
1095,900,Very Good
1096,900,Very Good
1097,900,Very Good
1098,900,Very Good
1099,900,Very Good
1100,900,Very Good
1101,900,Very Good
1102,300,LOW
1103,900,Very Good
1104,900,Very Good
1105,900,Very Good
1106,900,Very Good
1107,300,LOW
1108,900,Very Good
1109,900,Very Good
1110,900,Very Good
1111,300,LOW
1112,900,Very Good
1113,300,LOW
1114,300,LOW
1115,900,Very Good
1116,300,LOW
1117,900,Very Good
1118,900,Very Good
1119,300,LOW
1120,900,Very Good
1121,900,Very Good
1122,300,LOW
1123,300,LOW
1124,300,LOW
1125,900,Very Good
1126,300,LOW
1127,900,Very Good
1128,900,Very Good
1129,900,Very Good
1130,300,LOW
1131,300,LOW
1132,900,Very Good
1133,900,Very Good
1134,900,Very Good
1135,900,Very Good
1136,900,Very Good
1137,300,LOW
1138,900,Very Good
1139,300,LOW
1140,900,Very Good
1141,900,Very Good
1142,900,Very Good
1143,300,LOW
1144,900,Very Good
1145,900,Very Good
1146,900,Very Good
1147,900,Very Good
1148,900,Very Good
1149,300,LOW
1150,900,Very Good
1151,900,Very Good
1152,900,Very Good
1153,300,LOW
1154,300,LOW
1155,300,LOW
1156,900,Very Good
1157,900,Very Good
1158,900,Very Good
1159,900,Very Good
1160,900,Very Good
1161,900,Very Good
1162,900,Very Good
1163,300,LOW
1164,900,Very Good
1165,300,LOW
1166,300,LOW
1167,900,Very Good
1168,900,Very Good
1169,900,Very Good
1170,900,Very Good
1171,900,Very Good
1172,900,Very Good
1173,900,Very Good
1174,300,LOW
1175,900,Very Good
1176,900,Very Good
1177,900,Very Good
1178,300,LOW
1179,900,Very Good
1180,900,Very Good
1181,900,Very Good
1182,900,Very Good
1183,900,Very Good
1184,900,Very Good
1185,900,Very Good
1186,900,Very Good
1187,900,Very Good
1188,900,Very Good
1189,300,LOW
1190,900,Very Good
1191,300,LOW
1192,900,Very Good
1193,300,LOW
1194,900,Very Good
1195,300,LOW
1196,900,Very Good
1197,300,LOW
1198,900,Very Good
1199,900,Very Good
1200,300,LOW
1201,900,Very Good
1202,900,Very Good
1203,900,Very Good
1204,900,Very Good
1205,900,Very Good
1206,900,Very Good
1207,900,Very Good
1208,900,Very Good
1209,900,Very Good
1210,900,Very Good
1211,900,Very Good
1212,900,Very Good
1213,900,Very Good
1214,900,Very Good
1215,900,Very Good
1216,900,Very Good
1217,900,Very Good
1218,900,Very Good
1219,900,Very Good
1220,300,LOW
1221,300,LOW
1222,300,LOW
1223,900,Very Good
1224,900,Very Good
1225,900,Very Good
1226,900,Very Good
1227,900,Very Good
1228,300,LOW
1229,900,Very Good
1230,900,Very Good
1231,300,LOW
1232,900,Very Good
1233,300,LOW
1234,900,Very Good
1235,900,Very Good
1236,900,Very Good
1237,900,Very Good
1238,900,Very Good
1239,900,Very Good
1240,900,Very Good
1241,900,Very Good
1242,900,Very Good
1243,900,Very Good
1244,900,Very Good
1245,900,Very Good
1246,300,LOW
1247,300,LOW
1248,900,Very Good
1249,900,Very Good
1250,900,Very Good
1251,900,Very Good
1252,900,Very Good
1253,900,Very Good
1254,900,Very Good
1255,300,LOW
1256,900,Very Good
1257,900,Very Good
1258,900,Very Good
1259,900,Very Good
1260,900,Very Good
1261,900,Very Good
1262,900,Very Good
1263,900,Very Good
1264,300,LOW
1265,300,LOW
1266,900,Very Good
1267,900,Very Good
1268,900,Very Good
1269,900,Very Good
1270,900,Very Good
1271,900,Very Good
1272,300,LOW
1273,300,LOW
1274,900,Very Good
1275,300,LOW
1276,900,Very Good
1277,900,Very Good
1278,900,Very Good
1279,900,Very Good
1280,900,Very Good
1281,900,Very Good
1282,300,LOW
1283,300,LOW
1284,900,Very Good
1285,900,Very Good
1286,900,Very Good
1287,900,Very Good
1288,900,Very Good
1289,900,Very Good
1290,900,Very Good
1291,900,Very Good
1292,900,Very Good
1293,900,Very Good
1294,300,LOW
1295,900,Very Good
1296,900,Very Good
1297,900,Very Good
1298,900,Very Good
1299,900,Very Good
1300,900,Very Good
1301,900,Very Good
1302,900,Very Good
1303,900,Very Good
1304,900,Very Good
1305,300,LOW
1306,300,LOW
1307,900,Very Good
1308,900,Very Good
1309,300,LOW
1310,900,Very Good
1311,900,Very Good
1312,300,LOW
1313,300,LOW
1314,900,Very Good
1315,900,Very Good
1316,900,Very Good
1317,900,Very Good
1318,900,Very Good
1319,900,Very Good
1320,300,LOW
1321,900,Very Good
1322,900,Very Good
1323,900,Very Good
1324,900,Very Good
1325,900,Very Good
1326,900,Very Good
1327,900,Very Good
1328,300,LOW
1329,900,Very Good
1330,900,Very Good
1331,900,Very Good
1332,900,Very Good
1333,900,Very Good
1334,900,Very Good
1335,900,Very Good
1336,300,LOW
1337,900,Very Good
1338,300,LOW
1339,300,LOW
1340,900,Very Good
1341,300,LOW
1342,900,Very Good
1343,900,Very Good
1344,900,Very Good
1345,900,Very Good
1346,900,Very Good
1347,900,Very Good
1348,900,Very Good
1349,900,Very Good
1350,300,LOW
1351,900,Very Good
1352,900,Very Good
1353,900,Very Good
1354,900,Very Good
1355,900,Very Good
1356,900,Very Good
1357,900,Very Good
1358,900,Very Good
1359,900,Very Good
1360,900,Very Good
1361,900,Very Good
1362,300,LOW
1363,900,Very Good
1364,300,LOW
1365,300,LOW
1366,900,Very Good
1367,900,Very Good
1368,300,LOW
1369,900,Very Good
1370,900,Very Good
1371,900,Very Good
1372,900,Very Good
1373,300,LOW
1374,900,Very Good
1375,300,LOW
1376,900,Very Good
1377,900,Very Good
1378,900,Very Good
1379,900,Very Good
1380,900,Very Good
1381,900,Very Good
1382,900,Very Good
1383,900,Very Good
1384,900,Very Good
1385,900,Very Good
1386,300,LOW
1387,300,LOW
1388,900,Very Good
1389,300,LOW
1390,900,Very Good
1391,900,Very Good
1392,900,Very Good
1393,900,Very Good
1394,900,Very Good
1395,900,Very Good
1396,900,Very Good
1397,900,Very Good
1398,300,LOW
1399,900,Very Good
1400,900,Very Good
1401,300,LOW
1402,900,Very Good
1403,900,Very Good
1404,900,Very Good
1405,900,Very Good
1406,900,Very Good
1407,900,Very Good
1408,900,Very Good
1409,900,Very Good
1410,900,Very Good
1411,900,Very Good
1412,900,Very Good
1413,900,Very Good
1414,900,Very Good
1415,900,Very Good
1416,900,Very Good
1417,900,Very Good
1418,300,LOW
1419,300,LOW
1420,900,Very Good
1421,900,Very Good
1422,900,Very Good
1423,300,LOW
1424,900,Very Good
1425,900,Very Good
1426,900,Very Good
1427,900,Very Good
1428,300,LOW
1429,300,LOW
1430,900,Very Good
1431,900,Very Good
1432,900,Very Good
1433,300,LOW
1434,900,Very Good
1435,900,Very Good
1436,900,Very Good
1437,900,Very Good
1438,900,Very Good
1439,900,Very Good
1440,900,Very Good
1441,900,Very Good
1442,900,Very Good
1443,900,Very Good
1444,900,Very Good
1445,900,Very Good
1446,900,Very Good
1447,300,LOW
1448,900,Very Good
1449,300,LOW
1450,900,Very Good
1451,900,Very Good
1452,900,Very Good
1453,900,Very Good
1454,900,Very Good
1455,900,Very Good
1456,900,Very Good
1457,300,LOW
1458,900,Very Good
1459,300,LOW
1460,900,Very Good
1461,900,Very Good
1462,900,Very Good
1463,900,Very Good
1464,900,Very Good
1465,900,Very Good
1466,300,LOW
1467,900,Very Good
1468,900,Very Good
1469,900,Very Good
1470,900,Very Good
1471,300,LOW
1472,300,LOW
1473,900,Very Good
1474,900,Very Good
1475,300,LOW
1476,900,Very Good
1477,900,Very Good
1478,300,LOW
1479,900,Very Good
1480,900,Very Good
1481,900,Very Good
1482,900,Very Good
1483,900,Very Good
1484,900,Very Good
1485,900,Very Good
1486,900,Very Good
1487,300,LOW
1488,900,Very Good
1489,300,LOW
1490,300,LOW
1491,300,LOW
1492,900,Very Good
1493,900,Very Good
1494,900,Very Good
1495,900,Very Good
1496,900,Very Good
1497,900,Very Good
1498,900,Very Good
1499,900,Very Good
1500,300,LOW
1501,900,Very Good
1502,900,Very Good
1503,900,Very Good
1504,900,Very Good
1505,900,Very Good
1506,300,LOW
1507,900,Very Good
1508,900,Very Good
1509,900,Very Good
1510,300,LOW
1511,900,Very Good
1512,900,Very Good
1513,900,Very Good
1514,900,Very Good
1515,900,Very Good
1516,900,Very Good
1517,900,Very Good
1518,900,Very Good
1519,900,Very Good
1520,900,Very Good
1521,900,Very Good
1522,300,LOW
1523,900,Very Good
1524,900,Very Good
1525,900,Very Good
1526,300,LOW
1527,300,LOW
1528,300,LOW
1529,900,Very Good
1530,900,Very Good
