,FICO_Score,FICO_Class
341,887,Very Good
342,896,Very Good
343,805,Very Good
344,597,Fair
345,893,Very Good
346,575,Fair
347,875,Very Good
348,339,LOW
349,882,Very Good
350,892,Very Good
351,871,Very Good
352,748,Very Good
353,885,Very Good
354,893,Very Good
355,852,Very Good
356,898,Very Good
357,893,Very Good
358,883,Very Good
359,450,Fair
360,893,Very Good
361,846,Very Good
362,378,LOW
363,313,LOW
364,874,Very Good
365,894,Very Good
366,896,Very Good
367,308,LOW
368,898,Very Good
369,890,Very Good
370,366,LOW
371,876,Very Good
372,897,Very Good
373,896,Very Good
374,877,Very Good
375,309,LOW
376,867,Very Good
377,854,Very Good
378,893,Very Good
379,885,Very Good
380,872,Very Good
381,765,Very Good
382,303,LOW
383,899,Very Good
384,894,Very Good
385,666,Good
386,719,Very Good
387,328,LOW
388,881,Very Good
389,880,Very Good
390,870,Very Good
391,714,Very Good
392,894,Very Good
393,895,Very Good
394,303,LOW
395,877,Very Good
396,765,Very Good
397,894,Very Good
398,328,LOW
399,893,Very Good
400,887,Very Good
401,875,Very Good
402,880,Very Good
403,835,Very Good
404,889,Very Good
405,891,Very Good
406,897,Very Good
407,854,Very Good
408,899,Very Good
409,882,Very Good
410,336,LOW
411,308,LOW
412,883,Very Good
413,318,LOW
414,897,Very Good
415,886,Very Good
416,887,Very Good
417,898,Very Good
418,851,Very Good
419,886,Very Good
420,857,Very Good
421,304,LOW
422,898,Very Good
423,860,Very Good
424,892,Very Good
425,889,Very Good
426,875,Very Good
427,311,LOW
428,698,Good
429,887,Very Good
430,870,Very Good
431,818,Very Good
432,888,Very Good
433,875,Very Good
434,896,Very Good
435,715,Very Good
436,301,LOW
437,899,Very Good
438,305,LOW
439,897,Very Good
440,896,Very Good
441,306,LOW
442,783,Very Good
443,889,Very Good
444,344,LOW
445,807,Very Good
446,882,Very Good
447,597,Fair
448,887,Very Good
449,862,Very Good
450,378,LOW
451,882,Very Good
452,879,Very Good
453,887,Very Good
454,899,Very Good
455,895,Very Good
456,875,Very Good
457,891,Very Good
458,884,Very Good
459,860,Very Good
460,870,Very Good
461,845,Very Good
462,896,Very Good
463,896,Very Good
464,896,Very Good
465,896,Very Good
466,872,Very Good
467,894,Very Good
468,392,LOW
469,892,Very Good
470,625,Good
471,355,LOW
472,865,Very Good
473,839,Very Good
474,896,Very Good
475,879,Very Good
476,897,Very Good
477,822,Very Good
478,899,Very Good
479,899,Very Good
480,898,Very Good
481,897,Very Good
482,896,Very Good
483,896,Very Good
484,895,Very Good
485,897,Very Good
486,765,Very Good
487,886,Very Good
488,892,Very Good
489,899,Very Good
490,318,LOW
491,897,Very Good
492,893,Very Good
493,847,Very Good
494,311,LOW
495,898,Very Good
496,899,Very Good
497,899,Very Good
498,887,Very Good
499,324,LOW
500,893,Very Good
501,315,LOW
502,898,Very Good
503,879,Very Good
504,882,Very Good
505,889,Very Good
506,543,Fair
507,454,Fair
508,891,Very Good
509,869,Very Good
510,884,Very Good
511,876,Very Good
512,883,Very Good
513,304,LOW
514,896,Very Good
515,898,Very Good
516,871,Very Good
517,895,Very Good
518,822,Very Good
519,895,Very Good
520,890,Very Good
521,874,Very Good
522,883,Very Good
523,880,Very Good
524,818,Very Good
525,886,Very Good
526,899,Very Good
527,592,Fair
528,321,LOW
529,898,Very Good
530,858,Very Good
531,865,Very Good
532,876,Very Good
533,321,LOW
534,882,Very Good
535,897,Very Good
536,881,Very Good
537,890,Very Good
538,898,Very Good
539,898,Very Good
540,819,Very Good
541,788,Very Good
542,897,Very Good
543,891,Very Good
544,896,Very Good
545,845,Very Good
546,898,Very Good
547,898,Very Good
548,897,Very Good
549,892,Very Good
550,891,Very Good
551,896,Very Good
552,884,Very Good
553,898,Very Good
554,846,Very Good
555,896,Very Good
556,340,LOW
557,820,Very Good
558,301,LOW
559,847,Very Good
560,884,Very Good
561,881,Very Good
562,375,LOW
563,851,Very Good
564,883,Very Good
565,865,Very Good
566,890,Very Good
567,834,Very Good
568,317,LOW
569,828,Very Good
570,316,LOW
571,879,Very Good
572,706,Very Good
573,453,Fair
574,880,Very Good
575,868,Very Good
576,895,Very Good
577,551,Fair
578,888,Very Good
579,857,Very Good
580,792,Very Good
581,898,Very Good
582,719,Very Good
583,312,LOW
584,785,Very Good
585,896,Very Good
586,656,Good
587,860,Very Good
588,899,Very Good
589,316,LOW
590,898,Very Good
591,797,Very Good
592,881,Very Good
593,886,Very Good
594,805,Very Good
595,869,Very Good
596,565,Fair
597,883,Very Good
598,899,Very Good
599,838,Very Good
600,882,Very Good
601,889,Very Good
602,301,LOW
603,891,Very Good
604,899,Very Good
605,426,Fair
606,874,Very Good
607,879,Very Good
608,313,LOW
609,895,Very Good
610,889,Very Good
611,370,LOW
612,345,LOW
613,719,Very Good
614,869,Very Good
615,827,Very Good
616,819,Very Good
617,892,Very Good
618,303,LOW
619,897,Very Good
620,893,Very Good
621,896,Very Good
622,310,LOW
623,892,Very Good
624,898,Very Good
625,889,Very Good
626,897,Very Good
627,880,Very Good
628,891,Very Good
629,875,Very Good
630,823,Very Good
631,885,Very Good
632,899,Very Good
633,845,Very Good
634,890,Very Good
635,832,Very Good
636,485,Fair
637,888,Very Good
638,874,Very Good
639,895,Very Good
640,392,LOW
641,891,Very Good
642,303,LOW
643,899,Very Good
644,349,LOW
645,897,Very Good
646,899,Very Good
647,309,LOW
648,303,LOW
649,899,Very Good
650,897,Very Good
651,892,Very Good
652,899,Very Good
653,878,Very Good
654,897,Very Good
655,874,Very Good
656,897,Very Good
657,863,Very Good
658,888,Very Good
659,324,LOW
660,895,Very Good
661,895,Very Good
662,878,Very Good
663,884,Very Good
664,875,Very Good
665,896,Very Good
666,312,LOW
667,896,Very Good
668,302,LOW
669,377,LOW
670,884,Very Good
671,898,Very Good
672,892,Very Good
673,880,Very Good
674,889,Very Good
675,882,Very Good
676,898,Very Good
677,883,Very Good
678,889,Very Good
679,883,Very Good
680,580,Fair
681,897,Very Good
682,786,Very Good
683,893,Very Good
684,896,Very Good
685,874,Very Good
686,890,Very Good
687,869,Very Good
688,304,LOW
689,888,Very Good
690,894,Very Good
691,863,Very Good
692,772,Very Good
693,890,Very Good
694,312,LOW
695,313,LOW
696,495,Fair
697,302,LOW
698,303,LOW
699,879,Very Good
700,625,Good
701,895,Very Good
702,335,LOW
703,841,Very Good
704,892,Very Good
705,392,LOW
706,880,Very Good
707,877,Very Good
708,882,Very Good
709,895,Very Good
710,897,Very Good
711,877,Very Good
712,899,Very Good
713,894,Very Good
714,887,Very Good
715,898,Very Good
716,860,Very Good
717,884,Very Good
718,302,LOW
719,338,LOW
720,884,Very Good
721,779,Very Good
722,899,Very Good
723,897,Very Good
724,332,LOW
725,303,LOW
726,834,Very Good
727,870,Very Good
728,354,LOW
729,305,LOW
730,843,Very Good
731,881,Very Good
732,889,Very Good
733,877,Very Good
734,889,Very Good
735,899,Very Good
736,898,Very Good
737,889,Very Good
738,896,Very Good
739,895,Very Good
740,308,LOW
741,892,Very Good
742,899,Very Good
743,894,Very Good
744,897,Very Good
745,827,Very Good
746,864,Very Good
747,868,Very Good
748,895,Very Good
749,814,Very Good
750,635,Good
751,309,LOW
752,884,Very Good
753,898,Very Good
754,309,LOW
755,307,LOW
756,309,LOW
757,894,Very Good
758,877,Very Good
759,711,Very Good
760,315,LOW
761,825,Very Good
762,899,Very Good
763,865,Very Good
764,887,Very Good
765,822,Very Good
766,898,Very Good
767,844,Very Good
768,899,Very Good
769,308,LOW
770,834,Very Good
771,675,Good
772,888,Very Good
773,896,Very Good
774,888,Very Good
775,307,LOW
776,888,Very Good
777,895,Very Good
778,311,LOW
779,847,Very Good
780,883,Very Good
781,867,Very Good
782,899,Very Good
783,893,Very Good
784,896,Very Good
785,870,Very Good
786,864,Very Good
787,874,Very Good
788,306,LOW
789,308,LOW
790,889,Very Good
791,812,Very Good
792,899,Very Good
793,392,LOW
794,899,Very Good
795,788,Very Good
796,631,Good
797,327,LOW
798,895,Very Good
799,891,Very Good
800,308,LOW
801,719,Very Good
802,312,LOW
803,895,Very Good
804,897,Very Good
805,305,LOW
806,557,Fair
807,888,Very Good
808,894,Very Good
809,899,Very Good
810,895,Very Good
811,898,Very Good
812,893,Very Good
813,896,Very Good
814,894,Very Good
815,801,Very Good
816,898,Very Good
817,855,Very Good
818,861,Very Good
819,301,LOW
820,812,Very Good
821,333,LOW
822,894,Very Good
823,893,Very Good
824,312,LOW
825,899,Very Good
826,899,Very Good
827,899,Very Good
828,897,Very Good
829,896,Very Good
830,895,Very Good
831,897,Very Good
832,898,Very Good
833,877,Very Good
834,312,LOW
835,310,LOW
836,897,Very Good
837,838,Very Good
838,895,Very Good
839,344,LOW
840,325,LOW
841,710,Very Good
842,877,Very Good
843,874,Very Good
844,498,Fair
845,764,Very Good
846,876,Very Good
847,889,Very Good
848,844,Very Good
849,896,Very Good
850,887,Very Good
851,587,Fair
852,318,LOW
853,899,Very Good
854,886,Very Good
855,759,Very Good
856,887,Very Good
857,315,LOW
858,876,Very Good
859,308,LOW
860,843,Very Good
861,898,Very Good
862,873,Very Good
863,898,Very Good
864,305,LOW
865,862,Very Good
866,896,Very Good
867,895,Very Good
868,897,Very Good
869,898,Very Good
870,881,Very Good
871,313,LOW
872,899,Very Good
873,886,Very Good
874,884,Very Good
875,891,Very Good
876,878,Very Good
877,788,Very Good
878,312,LOW
879,818,Very Good
880,851,Very Good
881,898,Very Good
882,892,Very Good
883,301,LOW
884,895,Very Good
885,301,LOW
886,849,Very Good
887,899,Very Good
888,899,Very Good
889,894,Very Good
890,861,Very Good
891,899,Very Good
892,888,Very Good
893,894,Very Good
894,899,Very Good
895,899,Very Good
896,884,Very Good
897,785,Very Good
898,881,Very Good
899,879,Very Good
900,894,Very Good
901,899,Very Good
902,889,Very Good
903,896,Very Good
904,879,Very Good
905,307,LOW
906,846,Very Good
907,354,LOW
908,897,Very Good
909,337,LOW
910,807,Very Good
911,891,Very Good
912,898,Very Good
913,311,LOW
914,899,Very Good
915,827,Very Good
916,842,Very Good
917,829,Very Good
918,311,LOW
919,891,Very Good
920,313,LOW
921,872,Very Good
922,898,Very Good
923,301,LOW
924,898,Very Good
925,890,Very Good
926,337,LOW
927,883,Very Good
928,897,Very Good
929,306,LOW
930,898,Very Good
931,321,LOW
932,898,Very Good
933,334,LOW
934,899,Very Good
935,899,Very Good
936,350,LOW
937,307,LOW
938,893,Very Good
939,594,Fair
940,896,Very Good
941,341,LOW
942,881,Very Good
943,378,LOW
944,883,Very Good
945,309,LOW
946,890,Very Good
947,852,Very Good
948,894,Very Good
949,321,LOW
950,897,Very Good
951,894,Very Good
952,898,Very Good
953,896,Very Good
954,875,Very Good
955,889,Very Good
956,889,Very Good
957,888,Very Good
958,895,Very Good
959,856,Very Good
960,899,Very Good
961,896,Very Good
962,327,LOW
963,854,Very Good
964,311,LOW
965,885,Very Good
966,754,Very Good
967,337,LOW
968,344,LOW
969,882,Very Good
970,743,Very Good
971,897,Very Good
972,315,LOW
973,895,Very Good
974,898,Very Good
975,641,Good
976,899,Very Good
977,888,Very Good
978,889,Very Good
979,306,LOW
980,752,Very Good
981,893,Very Good
982,309,LOW
983,898,Very Good
984,895,Very Good
985,895,Very Good
986,887,Very Good
987,324,LOW
988,885,Very Good
989,899,Very Good
990,897,Very Good
991,880,Very Good
992,894,Very Good
993,894,Very Good
994,323,LOW
995,899,Very Good
996,321,LOW
997,305,LOW
998,305,LOW
999,899,Very Good
1000,885,Very Good
1001,873,Very Good
1002,824,Very Good
1003,898,Very Good
1004,897,Very Good
1005,893,Very Good
1006,891,Very Good
1007,594,Fair
1008,880,Very Good
1009,890,Very Good
1010,325,LOW
1011,893,Very Good
1012,895,Very Good
1013,899,Very Good
1014,303,LOW
1015,888,Very Good
1016,807,Very Good
1017,895,Very Good
1018,896,Very Good
1019,899,Very Good
1020,458,Fair
1021,878,Very Good
1022,869,Very Good
1023,786,Very Good
1024,868,Very Good
1025,834,Very Good
1026,879,Very Good
1027,898,Very Good
1028,888,Very Good
1029,844,Very Good
1030,898,Very Good
1031,868,Very Good
1032,893,Very Good
1033,896,Very Good
1034,759,Very Good
1035,552,Fair
1036,864,Very Good
1037,894,Very Good
1038,845,Very Good
1039,864,Very Good
1040,880,Very Good
1041,311,LOW
1042,899,Very Good
1043,360,LOW
1044,836,Very Good
1045,897,Very Good
1046,899,Very Good
1047,899,Very Good
1048,560,Fair
1049,783,Very Good
1050,892,Very Good
1051,878,Very Good
1052,893,Very Good
1053,310,LOW
1054,839,Very Good
1055,873,Very Good
1056,719,Very Good
1057,316,LOW
1058,789,Very Good
1059,884,Very Good
1060,899,Very Good
1061,868,Very Good
1062,894,Very Good
1063,894,Very Good
1064,568,Fair
1065,635,Good
1066,897,Very Good
1067,875,Very Good
1068,895,Very Good
1069,321,LOW
1070,354,LOW
1071,880,Very Good
1072,894,Very Good
1073,873,Very Good
1074,898,Very Good
1075,890,Very Good
1076,825,Very Good
1077,896,Very Good
1078,883,Very Good
1079,301,LOW
1080,584,Fair
1081,891,Very Good
1082,894,Very Good
1083,898,Very Good
1084,318,LOW
1085,898,Very Good
1086,896,Very Good
1087,896,Very Good
1088,720,Very Good
1089,325,LOW
1090,887,Very Good
1091,843,Very Good
1092,555,Fair
1093,893,Very Good
1094,888,Very Good
1095,897,Very Good
1096,883,Very Good
1097,873,Very Good
1098,452,Fair
1099,860,Very Good
1100,897,Very Good
1101,847,Very Good
1102,564,Fair
1103,795,Very Good
1104,893,Very Good
1105,897,Very Good
1106,875,Very Good
1107,312,LOW
1108,894,Very Good
1109,899,Very Good
1110,890,Very Good
1111,313,LOW
1112,891,Very Good
1113,349,LOW
1114,316,LOW
1115,898,Very Good
1116,343,LOW
1117,898,Very Good
1118,870,Very Good
1119,814,Very Good
1120,875,Very Good
1121,887,Very Good
1122,447,Fair
1123,323,LOW
1124,495,Fair
1125,837,Very Good
1126,779,Very Good
1127,899,Very Good
1128,897,Very Good
1129,899,Very Good
1130,305,LOW
1131,304,LOW
1132,860,Very Good
1133,878,Very Good
1134,830,Very Good
1135,882,Very Good
1136,802,Very Good
1137,537,Fair
1138,793,Very Good
1139,360,LOW
1140,891,Very Good
1141,889,Very Good
1142,874,Very Good
1143,313,LOW
1144,896,Very Good
1145,895,Very Good
1146,870,Very Good
1147,860,Very Good
1148,895,Very Good
1149,316,LOW
1150,892,Very Good
1151,889,Very Good
1152,898,Very Good
1153,308,LOW
1154,315,LOW
1155,303,LOW
1156,894,Very Good
1157,867,Very Good
1158,797,Very Good
1159,893,Very Good
1160,896,Very Good
1161,879,Very Good
1162,898,Very Good
1163,317,LOW
1164,888,Very Good
1165,314,LOW
1166,308,LOW
1167,839,Very Good
1168,877,Very Good
1169,884,Very Good
1170,889,Very Good
1171,892,Very Good
1172,360,LOW
1173,893,Very Good
1174,349,LOW
1175,426,Fair
1176,882,Very Good
1177,839,Very Good
1178,315,LOW
1179,888,Very Good
1180,899,Very Good
1181,898,Very Good
1182,876,Very Good
1183,892,Very Good
1184,899,Very Good
1185,892,Very Good
1186,896,Very Good
1187,847,Very Good
1188,719,Very Good
1189,782,Very Good
1190,897,Very Good
1191,323,LOW
1192,839,Very Good
1193,331,LOW
1194,898,Very Good
1195,354,LOW
1196,898,Very Good
1197,343,LOW
1198,846,Very Good
1199,895,Very Good
1200,888,Very Good
1201,887,Very Good
1202,895,Very Good
1203,879,Very Good
1204,877,Very Good
1205,895,Very Good
1206,889,Very Good
1207,875,Very Good
1208,897,Very Good
1209,897,Very Good
1210,895,Very Good
1211,894,Very Good
1212,879,Very Good
1213,885,Very Good
1214,899,Very Good
1215,884,Very Good
1216,895,Very Good
1217,885,Very Good
1218,893,Very Good
1219,868,Very Good
1220,360,LOW
1221,814,Very Good
1222,344,LOW
1223,891,Very Good
1224,896,Very Good
1225,319,LOW
1226,894,Very Good
1227,897,Very Good
1228,323,LOW
1229,879,Very Good
1230,864,Very Good
1231,682,Good
1232,809,Very Good
1233,306,LOW
1234,896,Very Good
1235,885,Very Good
1236,897,Very Good
1237,879,Very Good
1238,899,Very Good
1239,845,Very Good
1240,776,Very Good
1241,868,Very Good
1242,895,Very Good
1243,844,Very Good
1244,887,Very Good
1245,334,LOW
1246,893,Very Good
1247,303,LOW
1248,894,Very Good
1249,896,Very Good
1250,896,Very Good
1251,896,Very Good
1252,899,Very Good
1253,891,Very Good
1254,885,Very Good
1255,780,Very Good
1256,891,Very Good
1257,880,Very Good
1258,891,Very Good
1259,844,Very Good
1260,898,Very Good
1261,478,Fair
1262,896,Very Good
1263,892,Very Good
1264,304,LOW
1265,447,Fair
1266,897,Very Good
1267,893,Very Good
1268,847,Very Good
1269,897,Very Good
1270,450,Fair
1271,792,Very Good
1272,324,LOW
1273,325,LOW
1274,899,Very Good
1275,321,LOW
1276,891,Very Good
1277,849,Very Good
1278,885,Very Good
1279,897,Very Good
1280,894,Very Good
1281,879,Very Good
1282,303,LOW
1283,315,LOW
1284,894,Very Good
1285,882,Very Good
1286,898,Very Good
1287,896,Very Good
1288,896,Very Good
1289,879,Very Good
1290,898,Very Good
1291,896,Very Good
1292,871,Very Good
1293,874,Very Good
1294,301,LOW
1295,897,Very Good
1296,776,Very Good
1297,892,Very Good
1298,896,Very Good
1299,894,Very Good
1300,882,Very Good
1301,886,Very Good
1302,880,Very Good
1303,895,Very Good
1304,830,Very Good
1305,313,LOW
1306,318,LOW
1307,880,Very Good
1308,892,Very Good
1309,307,LOW
1310,890,Very Good
1311,891,Very Good
1312,311,LOW
1313,447,Fair
1314,899,Very Good
1315,883,Very Good
1316,875,Very Good
1317,898,Very Good
1318,895,Very Good
1319,899,Very Good
1320,302,LOW
1321,899,Very Good
1322,897,Very Good
1323,896,Very Good
1324,898,Very Good
1325,898,Very Good
1326,844,Very Good
1327,894,Very Good
1328,313,LOW
1329,892,Very Good
1330,898,Very Good
1331,870,Very Good
1332,898,Very Good
1333,896,Very Good
1334,867,Very Good
1335,850,Very Good
1336,305,LOW
1337,896,Very Good
1338,301,LOW
1339,625,Good
1340,321,LOW
1341,313,LOW
1342,843,Very Good
1343,756,Very Good
1344,861,Very Good
1345,891,Very Good
1346,886,Very Good
1347,896,Very Good
1348,892,Very Good
1349,898,Very Good
1350,302,LOW
1351,886,Very Good
1352,870,Very Good
1353,865,Very Good
1354,898,Very Good
1355,898,Very Good
1356,877,Very Good
1357,844,Very Good
1358,882,Very Good
1359,898,Very Good
1360,893,Very Good
1361,848,Very Good
1362,305,LOW
1363,897,Very Good
1364,302,LOW
1365,308,LOW
1366,898,Very Good
1367,894,Very Good
1368,324,LOW
1369,888,Very Good
1370,850,Very Good
1371,893,Very Good
1372,880,Very Good
1373,587,Fair
1374,889,Very Good
1375,303,LOW
1376,843,Very Good
1377,896,Very Good
1378,895,Very Good
1379,783,Very Good
1380,875,Very Good
1381,885,Very Good
1382,897,Very Good
1383,897,Very Good
1384,899,Very Good
1385,883,Very Good
1386,302,LOW
1387,844,Very Good
1388,898,Very Good
1389,378,LOW
1390,899,Very Good
1391,898,Very Good
1392,883,Very Good
1393,884,Very Good
1394,879,Very Good
1395,888,Very Good
1396,895,Very Good
1397,829,Very Good
1398,635,Good
1399,898,Very Good
1400,898,Very Good
1401,325,LOW
1402,896,Very Good
1403,891,Very Good
1404,874,Very Good
1405,898,Very Good
1406,895,Very Good
1407,878,Very Good
1408,895,Very Good
1409,899,Very Good
1410,898,Very Good
1411,888,Very Good
1412,898,Very Good
1413,899,Very Good
1414,822,Very Good
1415,485,Fair
1416,899,Very Good
1417,884,Very Good
1418,888,Very Good
1419,891,Very Good
1420,895,Very Good
1421,351,LOW
1422,893,Very Good
1423,317,LOW
1424,899,Very Good
1425,864,Very Good
1426,878,Very Good
1427,898,Very Good
1428,307,LOW
1429,655,Good
1430,889,Very Good
1431,894,Very Good
1432,884,Very Good
1433,328,LOW
1434,819,Very Good
1435,892,Very Good
1436,898,Very Good
1437,340,LOW
1438,884,Very Good
1439,875,Very Good
1440,897,Very Good
1441,876,Very Good
1442,889,Very Good
1443,895,Very Good
1444,864,Very Good
1445,892,Very Good
1446,887,Very Good
1447,534,Fair
1448,776,Very Good
1449,302,LOW
1450,894,Very Good
1451,882,Very Good
1452,890,Very Good
1453,834,Very Good
1454,879,Very Good
1455,897,Very Good
1456,876,Very Good
1457,329,LOW
1458,807,Very Good
1459,324,LOW
1460,896,Very Good
1461,898,Very Good
1462,895,Very Good
1463,899,Very Good
1464,892,Very Good
1465,879,Very Good
1466,690,Good
1467,898,Very Good
1468,894,Very Good
1469,315,LOW
1470,899,Very Good
1471,311,LOW
1472,312,LOW
1473,897,Very Good
1474,899,Very Good
1475,305,LOW
1476,894,Very Good
1477,891,Very Good
1478,312,LOW
1479,870,Very Good
1480,895,Very Good
1481,783,Very Good
1482,893,Very Good
1483,776,Very Good
1484,848,Very Good
1485,894,Very Good
1486,865,Very Good
1487,887,Very Good
1488,879,Very Good
1489,301,LOW
1490,311,LOW
1491,330,LOW
1492,870,Very Good
1493,743,Very Good
1494,842,Very Good
1495,898,Very Good
1496,767,Very Good
1497,895,Very Good
1498,898,Very Good
1499,898,Very Good
1500,408,Fair
1501,897,Very Good
1502,896,Very Good
1503,888,Very Good
1504,867,Very Good
1505,895,Very Good
1506,307,LOW
1507,890,Very Good
1508,543,Fair
1509,811,Very Good
1510,416,Fair
1511,897,Very Good
1512,887,Very Good
1513,895,Very Good
1514,895,Very Good
1515,898,Very Good
1516,898,Very Good
1517,898,Very Good
1518,897,Very Good
1519,565,Fair
1520,892,Very Good
1521,857,Very Good
1522,313,LOW
1523,878,Very Good
1524,883,Very Good
1525,899,Very Good
1526,321,LOW
1527,301,LOW
1528,309,LOW
1529,894,Very Good
1530,893,Very Good
1531,876,Very Good
1532,350,LOW
1533,870,Very Good
