,FICO_Score,FICO_Class
624,488,Fair
625,568,Fair
626,798,Very Good
627,606,Good
628,806,Very Good
629,631,Good
630,534,Fair
631,862,Very Good
632,900,Very Good
633,591,Fair
634,389,LOW
635,643,Good
636,517,Fair
637,606,Good
638,488,Fair
639,663,Good
640,534,Fair
641,796,Very Good
642,534,Fair
643,611,Good
644,582,Fair
645,500,Fair
646,725,Very Good
647,601,Good
648,548,Fair
649,745,Very Good
650,744,Very Good
651,481,Fair
652,804,Very Good
653,680,Good
654,563,Fair
655,780,Very Good
656,844,Very Good
657,444,Fair
658,806,Very Good
659,732,Very Good
660,534,Fair
661,534,Fair
662,651,Good
663,796,Very Good
664,623,Good
665,798,Very Good
666,647,Good
667,525,Fair
668,762,Very Good
669,631,Good
670,552,Fair
671,798,Very Good
672,534,Fair
673,444,Fair
674,796,Very Good
675,593,Fair
676,517,Fair
677,640,Good
678,623,Good
679,647,Good
680,664,Good
681,796,Very Good
682,606,Good
683,366,LOW
684,454,Fair
685,600,Fair
686,534,Fair
687,900,Very Good
688,433,Fair
689,631,Good
690,527,Fair
691,661,Good
692,660,Good
693,606,Good
694,623,Good
695,534,Fair
696,611,Good
697,640,Good
698,420,Fair
699,798,Very Good
700,798,Very Good
701,623,Good
702,517,Fair
703,485,Fair
704,601,Good
705,663,Good
706,525,Fair
707,534,Fair
708,640,Good
709,798,Very Good
710,476,Fair
711,762,Very Good
712,900,Very Good
713,640,Good
714,601,Good
715,675,Good
716,492,Fair
717,606,Good
718,575,Fair
719,630,Good
720,608,Good
721,534,Fair
722,780,Very Good
723,631,Good
724,563,Fair
725,623,Good
726,900,Very Good
727,798,Very Good
728,625,Good
729,798,Very Good
730,606,Good
731,798,Very Good
732,798,Very Good
733,534,Fair
734,616,Good
735,540,Fair
736,540,Fair
737,517,Fair
738,643,Good
739,517,Fair
740,542,Fair
741,796,Very Good
742,631,Good
743,900,Very Good
744,650,Good
745,900,Very Good
746,796,Very Good
747,601,Good
748,358,LOW
749,762,Very Good
750,534,Fair
751,863,Very Good
752,664,Good
753,900,Very Good
754,796,Very Good
755,643,Good
756,517,Fair
757,534,Fair
758,900,Very Good
759,776,Very Good
760,444,Fair
761,796,Very Good
762,798,Very Good
763,796,Very Good
764,796,Very Good
765,548,Fair
766,766,Very Good
767,593,Fair
768,631,Good
769,798,Very Good
770,444,Fair
771,550,Fair
772,844,Very Good
773,790,Very Good
774,500,Fair
775,796,Very Good
776,444,Fair
777,534,Fair
778,568,Fair
779,517,Fair
780,444,Fair
781,796,Very Good
782,300,LOW
783,566,Fair
784,654,Good
785,550,Fair
786,631,Good
787,762,Very Good
788,844,Very Good
789,517,Fair
790,608,Good
791,389,LOW
792,762,Very Good
793,488,Fair
794,513,Fair
795,627,Good
796,762,Very Good
797,534,Fair
798,725,Very Good
799,745,Very Good
800,675,Good
801,450,Fair
802,643,Good
803,556,Fair
804,534,Fair
805,762,Very Good
806,622,Good
807,534,Fair
808,540,Fair
809,534,Fair
810,593,Fair
811,534,Fair
812,725,Very Good
813,517,Fair
814,548,Fair
815,622,Good
816,699,Good
817,517,Fair
818,518,Fair
819,796,Very Good
820,623,Good
821,700,Good
822,651,Good
823,708,Very Good
824,681,Good
825,699,Good
826,806,Very Good
827,900,Very Good
828,622,Good
829,631,Good
830,900,Very Good
831,433,Fair
832,606,Good
833,518,Fair
834,844,Very Good
835,663,Good
836,829,Very Good
837,758,Very Good
838,798,Very Good
839,631,Good
840,762,Very Good
841,762,Very Good
842,631,Good
843,798,Very Good
844,762,Very Good
845,798,Very Good
846,820,Very Good
847,663,Good
848,798,Very Good
849,768,Very Good
850,631,Good
851,798,Very Good
852,796,Very Good
853,409,Fair
854,900,Very Good
855,796,Very Good
856,492,Fair
857,444,Fair
858,661,Good
859,900,Very Good
860,444,Fair
861,548,Fair
862,623,Good
863,606,Good
864,684,Good
865,331,LOW
866,593,Fair
867,725,Very Good
868,631,Good
869,517,Fair
870,900,Very Good
871,675,Good
872,622,Good
873,625,Good
874,534,Fair
875,563,Fair
876,630,Good
877,766,Very Good
878,680,Good
879,900,Very Good
880,517,Fair
881,633,Good
882,765,Very Good
883,534,Fair
884,493,Fair
885,798,Very Good
886,664,Good
887,785,Very Good
888,591,Fair
889,798,Very Good
890,796,Very Good
891,444,Fair
892,488,Fair
893,681,Good
894,623,Good
895,725,Very Good
896,762,Very Good
897,300,LOW
898,534,Fair
899,796,Very Good
900,606,Good
901,900,Very Good
902,785,Very Good
903,420,Fair
904,680,Good
905,798,Very Good
906,510,Fair
907,623,Good
908,796,Very Good
909,776,Very Good
910,631,Good
911,627,Good
912,728,Very Good
913,606,Good
914,651,Good
915,798,Very Good
916,713,Very Good
917,623,Good
918,798,Very Good
919,534,Fair
920,863,Very Good
921,493,Fair
922,651,Good
923,517,Fair
924,606,Good
925,300,LOW
926,762,Very Good
927,600,Fair
928,630,Good
929,725,Very Good
930,768,Very Good
931,796,Very Good
932,606,Good
933,517,Fair
934,663,Good
935,798,Very Good
936,548,Fair
937,432,Fair
938,900,Very Good
939,300,LOW
940,534,Fair
941,716,Very Good
942,631,Good
943,623,Good
944,623,Good
945,571,Fair
946,716,Very Good
947,517,Fair
948,444,Fair
949,534,Fair
950,700,Good
951,548,Fair
952,725,Very Good
953,517,Fair
954,534,Fair
955,375,LOW
956,591,Fair
957,716,Very Good
958,643,Good
959,623,Good
960,601,Good
961,651,Good
962,300,LOW
963,833,Very Good
964,534,Fair
965,798,Very Good
966,420,Fair
967,575,Fair
968,444,Fair
969,699,Good
970,606,Good
971,807,Very Good
972,798,Very Good
973,700,Good
974,591,Fair
975,606,Good
976,833,Very Good
977,433,Fair
978,900,Very Good
979,300,LOW
980,611,Good
981,606,Good
982,661,Good
983,606,Good
984,354,LOW
985,622,Good
986,798,Very Good
987,454,Fair
988,631,Good
989,531,Fair
990,530,Fair
991,412,Fair
992,412,Fair
993,762,Very Good
994,796,Very Good
995,426,Fair
996,622,Good
997,433,Fair
998,756,Very Good
999,762,Very Good
1000,663,Good
1001,699,Good
1002,471,Fair
1003,460,Fair
1004,623,Good
1005,622,Good
1006,723,Very Good
1007,534,Fair
1008,600,Fair
1009,745,Very Good
1010,426,Fair
1011,300,LOW
1012,606,Good
1013,389,LOW
1014,806,Very Good
1015,485,Fair
1016,300,LOW
1017,807,Very Good
1018,713,Very Good
1019,623,Good
1020,796,Very Good
1021,675,Good
1022,534,Fair
1023,606,Good
1024,550,Fair
1025,762,Very Good
1026,623,Good
1027,762,Very Good
1028,518,Fair
1029,563,Fair
1030,762,Very Good
1031,566,Fair
1032,433,Fair
1033,762,Very Good
1034,608,Good
1035,666,Good
1036,762,Very Good
1037,643,Good
1038,606,Good
1039,417,Fair
1040,709,Very Good
1041,623,Good
1042,640,Good
1043,798,Very Good
1044,631,Good
1045,606,Good
1046,631,Good
1047,798,Very Good
1048,840,Very Good
1049,534,Fair
1050,762,Very Good
1051,651,Good
1052,454,Fair
1053,517,Fair
1054,798,Very Good
1055,768,Very Good
1056,534,Fair
1057,444,Fair
1058,591,Fair
1059,664,Good
1060,700,Good
1061,606,Good
1062,796,Very Good
1063,626,Good
1064,732,Very Good
1065,652,Good
1066,420,Fair
1067,606,Good
1068,654,Good
1069,591,Fair
1070,643,Good
1071,768,Very Good
1072,631,Good
1073,796,Very Good
1074,540,Fair
1075,699,Good
1076,346,LOW
1077,591,Fair
1078,766,Very Good
1079,798,Very Good
1080,762,Very Good
1081,844,Very Good
1082,798,Very Good
1083,471,Fair
1084,625,Good
1085,607,Good
1086,527,Fair
1087,534,Fair
1088,444,Fair
1089,606,Good
1090,459,Fair
1091,563,Fair
1092,606,Good
1093,716,Very Good
1094,725,Very Good
1095,708,Very Good
1096,300,LOW
1097,716,Very Good
1098,900,Very Good
1099,517,Fair
1100,705,Very Good
1101,762,Very Good
1102,647,Good
1103,699,Good
1104,640,Good
1105,608,Good
1106,664,Good
1107,796,Very Good
1108,900,Very Good
1109,768,Very Good
1110,708,Very Good
1111,772,Very Good
1112,663,Good
1113,420,Fair
1114,342,LOW
1115,640,Good
1116,426,Fair
1117,651,Good
1118,459,Fair
1119,798,Very Good
1120,534,Fair
1121,658,Good
1122,389,LOW
1123,699,Good
1124,758,Very Good
1125,664,Good
1126,534,Fair
1127,663,Good
1128,600,Fair
1129,643,Good
1130,663,Good
1131,762,Very Good
1132,550,Fair
1133,534,Fair
1134,534,Fair
1135,627,Good
1136,606,Good
1137,606,Good
1138,820,Very Good
1139,798,Very Good
1140,623,Good
1141,796,Very Good
1142,534,Fair
1143,643,Good
1144,658,Good
1145,623,Good
1146,606,Good
1147,825,Very Good
1148,640,Good
1149,725,Very Good
1150,591,Fair
1151,647,Good
1152,606,Good
1153,389,LOW
1154,517,Fair
1155,534,Fair
1156,591,Fair
1157,900,Very Good
1158,591,Fair
1159,725,Very Good
1160,796,Very Good
1161,607,Good
1162,663,Good
1163,367,LOW
1164,444,Fair
1165,720,Very Good
1166,708,Very Good
1167,661,Good
1168,708,Very Good
1169,420,Fair
1170,805,Very Good
1171,768,Very Good
1172,664,Good
1173,623,Good
1174,550,Fair
1175,776,Very Good
1176,550,Fair
1177,606,Good
1178,606,Good
1179,623,Good
1180,630,Good
1181,796,Very Good
1182,732,Very Good
1183,367,LOW
1184,550,Fair
1185,540,Fair
1186,300,LOW
1187,542,Fair
1188,681,Good
1189,627,Good
1190,481,Fair
1191,625,Good
1192,725,Very Good
1193,900,Very Good
1194,745,Very Good
1195,476,Fair
1196,517,Fair
1197,664,Good
1198,606,Good
1199,550,Fair
1200,680,Good
1201,617,Good
1202,798,Very Good
1203,534,Fair
1204,300,LOW
1205,700,Good
1206,534,Fair
1207,768,Very Good
1208,806,Very Good
1209,700,Good
1210,642,Good
1211,900,Very Good
1212,663,Good
1213,798,Very Good
1214,534,Fair
1215,606,Good
1216,651,Good
1217,591,Fair
1218,435,Fair
1219,557,Fair
1220,500,Fair
1221,591,Fair
1222,563,Fair
1223,571,Fair
1224,600,Fair
1225,762,Very Good
1226,550,Fair
1227,500,Fair
1228,664,Good
1229,600,Fair
1230,588,Fair
1231,723,Very Good
1232,627,Good
1233,900,Very Good
1234,534,Fair
1235,708,Very Good
1236,710,Very Good
1237,745,Very Good
1238,517,Fair
1239,623,Good
1240,506,Fair
1241,840,Very Good
1242,300,LOW
1243,798,Very Good
1244,600,Fair
1245,725,Very Good
1246,563,Fair
1247,500,Fair
1248,606,Good
1249,389,LOW
1250,426,Fair
1251,625,Good
1252,534,Fair
1253,625,Good
1254,608,Good
1255,664,Good
1256,631,Good
1257,606,Good
1258,720,Very Good
1259,606,Good
1260,622,Good
1261,768,Very Good
1262,796,Very Good
1263,535,Fair
1264,699,Good
1265,618,Good
1266,680,Good
1267,622,Good
1268,833,Very Good
1269,664,Good
1270,675,Good
1271,798,Very Good
1272,517,Fair
1273,647,Good
1274,552,Fair
1275,518,Fair
1276,623,Good
1277,796,Very Good
1278,900,Very Good
1279,631,Good
1280,699,Good
1281,607,Good
1282,300,LOW
1283,517,Fair
1284,720,Very Good
1285,900,Very Good
1286,699,Good
1287,454,Fair
1288,762,Very Good
1289,552,Fair
1290,708,Very Good
1291,708,Very Good
1292,675,Good
1293,651,Good
1294,664,Good
1295,623,Good
1296,744,Very Good
1297,412,Fair
1298,725,Very Good
1299,725,Very Good
1300,517,Fair
1301,534,Fair
1302,606,Good
1303,680,Good
1304,618,Good
1305,725,Very Good
1306,300,LOW
1307,807,Very Good
1308,750,Very Good
1309,640,Good
1310,643,Good
1311,798,Very Good
1312,900,Very Good
1313,661,Good
1314,548,Fair
1315,730,Very Good
1316,433,Fair
1317,534,Fair
1318,716,Very Good
1319,550,Fair
1320,534,Fair
1321,568,Fair
1322,681,Good
1323,625,Good
1324,517,Fair
1325,550,Fair
1326,708,Very Good
1327,517,Fair
1328,358,LOW
1329,552,Fair
1330,664,Good
1331,699,Good
1332,552,Fair
1333,454,Fair
1334,606,Good
1335,664,Good
1336,762,Very Good
1337,534,Fair
1338,601,Good
1339,517,Fair
1340,606,Good
1341,372,LOW
1342,844,Very Good
1343,412,Fair
1344,862,Very Good
1345,548,Fair
1346,420,Fair
1347,745,Very Good
1348,868,Very Good
1349,785,Very Good
1350,534,Fair
1351,664,Good
1352,663,Good
1353,798,Very Good
1354,900,Very Good
1355,420,Fair
1356,716,Very Good
1357,716,Very Good
1358,651,Good
1359,900,Very Good
1360,643,Good
1361,631,Good
1362,591,Fair
1363,489,Fair
1364,725,Very Good
1365,591,Fair
1366,606,Good
1367,765,Very Good
1368,716,Very Good
1369,768,Very Good
1370,708,Very Good
1371,563,Fair
1372,506,Fair
1373,548,Fair
1374,444,Fair
1375,476,Fair
1376,606,Good
1377,768,Very Good
1378,548,Fair
1379,725,Very Good
1380,459,Fair
1381,606,Good
1382,300,LOW
1383,651,Good
1384,540,Fair
1385,631,Good
1386,762,Very Good
1387,527,Fair
1388,540,Fair
1389,517,Fair
1390,647,Good
1391,606,Good
1392,796,Very Good
1393,625,Good
1394,651,Good
1395,600,Fair
1396,537,Fair
1397,571,Fair
1398,772,Very Good
1399,798,Very Good
1400,575,Fair
1401,627,Good
1402,623,Good
1403,631,Good
1404,534,Fair
1405,517,Fair
1406,798,Very Good
1407,681,Good
1408,444,Fair
1409,517,Fair
1410,796,Very Good
1411,617,Good
1412,709,Very Good
1413,534,Fair
1414,534,Fair
1415,336,LOW
1416,518,Fair
1417,336,LOW
1418,601,Good
1419,664,Good
1420,900,Very Good
1421,534,Fair
1422,663,Good
1423,798,Very Good
1424,798,Very Good
1425,500,Fair
1426,534,Fair
1427,700,Good
1428,796,Very Good
1429,900,Very Good
1430,720,Very Good
1431,552,Fair
1432,900,Very Good
1433,300,LOW
1434,500,Fair
1435,591,Fair
1436,600,Fair
1437,798,Very Good
1438,444,Fair
1439,591,Fair
1440,798,Very Good
1441,631,Good
1442,606,Good
1443,664,Good
1444,534,Fair
1445,534,Fair
1446,550,Fair
1447,762,Very Good
1448,548,Fair
1449,534,Fair
1450,798,Very Good
1451,517,Fair
1452,868,Very Good
1453,563,Fair
1454,643,Good
1455,557,Fair
1456,426,Fair
1457,680,Good
1458,766,Very Good
1459,633,Good
1460,663,Good
1461,375,LOW
1462,900,Very Good
1463,556,Fair
1464,762,Very Good
1465,680,Good
1466,631,Good
1467,798,Very Good
1468,476,Fair
1469,625,Good
1470,688,Good
1471,476,Fair
1472,623,Good
1473,534,Fair
1474,661,Good
1475,716,Very Good
1476,643,Good
1477,642,Good
1478,492,Fair
1479,675,Good
1480,493,Fair
1481,651,Good
1482,744,Very Good
1483,640,Good
1484,517,Fair
1485,844,Very Good
1486,798,Very Good
1487,756,Very Good
1488,664,Good
1489,432,Fair
1490,625,Good
1491,664,Good
1492,606,Good
1493,476,Fair
1494,900,Very Good
1495,389,LOW
1496,699,Good
1497,591,Fair
1498,661,Good
1499,651,Good
1500,300,LOW
1501,575,Fair
1502,534,Fair
1503,900,Very Good
1504,900,Very Good
1505,814,Very Good
1506,833,Very Good
1507,300,LOW
1508,640,Good
1509,477,Fair
1510,806,Very Good
1511,664,Good
1512,534,Fair
1513,651,Good
1514,631,Good
1515,601,Good
1516,595,Fair
1517,642,Good
1518,412,Fair
1519,642,Good
1520,796,Very Good
1521,833,Very Good
1522,571,Fair
1523,444,Fair
1524,412,Fair
1525,868,Very Good
1526,623,Good
1527,534,Fair
1528,900,Very Good
1529,485,Fair
1530,651,Good
1531,716,Very Good
1532,745,Very Good
1533,661,Good
1534,535,Fair
1535,591,Fair
1536,762,Very Good
1537,745,Very Good
1538,601,Good
1539,540,Fair
1540,563,Fair
1541,745,Very Good
1542,663,Good
1543,758,Very Good
1544,798,Very Good
1545,721,Very Good
1546,623,Good
1547,716,Very Good
1548,518,Fair
1549,367,LOW
1550,591,Fair
1551,591,Fair
1552,367,LOW
1553,358,LOW
1554,664,Good
1555,700,Good
1556,534,Fair
1557,600,Fair
1558,900,Very Good
1559,804,Very Good
1560,623,Good
1561,444,Fair
1562,762,Very Good
1563,631,Good
1564,796,Very Good
1565,720,Very Good
1566,820,Very Good
1567,710,Very Good
1568,796,Very Good
1569,900,Very Good
1570,623,Good
1571,725,Very Good
1572,798,Very Good
1573,758,Very Good
1574,680,Good
1575,534,Fair
1576,623,Good
1577,622,Good
1578,716,Very Good
1579,534,Fair
1580,798,Very Good
1581,518,Fair
1582,518,Fair
1583,652,Good
1584,481,Fair
1585,534,Fair
1586,796,Very Good
1587,700,Good
1588,663,Good
1589,517,Fair
1590,591,Fair
1591,300,LOW
1592,622,Good
1593,820,Very Good
1594,640,Good
1595,350,LOW
1596,643,Good
1597,631,Good
1598,493,Fair
1599,300,LOW
1600,900,Very Good
1601,300,LOW
1602,642,Good
1603,506,Fair
1604,622,Good
1605,798,Very Good
1606,725,Very Good
1607,616,Good
1608,606,Good
1609,622,Good
1610,460,Fair
1611,796,Very Good
1612,833,Very Good
1613,631,Good
1614,575,Fair
1615,708,Very Good
1616,548,Fair
1617,606,Good
1618,666,Good
1619,745,Very Good
1620,534,Fair
1621,389,LOW
1622,806,Very Good
1623,606,Good
1624,481,Fair
1625,552,Fair
1626,654,Good
1627,488,Fair
1628,828,Very Good
1629,640,Good
1630,796,Very Good
1631,681,Good
1632,631,Good
1633,750,Very Good
1634,488,Fair
1635,426,Fair
1636,433,Fair
1637,631,Good
1638,651,Good
1639,716,Very Good
1640,300,LOW
1641,623,Good
1642,534,Fair
1643,640,Good
1644,485,Fair
1645,643,Good
1646,640,Good
1647,591,Fair
1648,640,Good
1649,444,Fair
1650,660,Good
1651,476,Fair
1652,642,Good
1653,476,Fair
1654,534,Fair
1655,606,Good
1656,651,Good
1657,622,Good
1658,534,Fair
1659,606,Good
1660,658,Good
1661,654,Good
1662,798,Very Good
1663,663,Good
1664,606,Good
1665,300,LOW
