,FICO_Score,FICO_Class
362,832,Very Good
363,683,Good
364,812,Very Good
365,751,Very Good
366,625,Good
367,793,Very Good
368,524,Fair
369,738,Very Good
370,729,Very Good
371,534,Fair
372,683,Good
373,655,Good
374,751,Very Good
375,830,Very Good
376,890,Very Good
377,503,Fair
378,555,Fair
379,628,Good
380,591,Fair
381,606,Good
382,512,Fair
383,716,Very Good
384,737,Very Good
385,548,Fair
386,803,Very Good
387,605,Good
388,810,Very Good
389,622,Good
390,759,Very Good
391,621,Good
392,415,Fair
393,430,Fair
394,726,Very Good
395,563,Fair
396,513,Fair
397,797,Very Good
398,673,Good
399,632,Good
400,576,Fair
401,536,Fair
402,530,Fair
403,407,Fair
404,770,Very Good
405,740,Very Good
406,619,Good
407,733,Very Good
408,577,Fair
409,717,Very Good
410,511,Fair
411,706,Very Good
412,866,Very Good
413,506,Fair
414,540,Fair
415,606,Good
416,502,Fair
417,495,Fair
418,633,Good
419,795,Very Good
420,714,Very Good
421,724,Very Good
422,539,Fair
423,586,Fair
424,581,Fair
425,713,Very Good
426,729,Very Good
427,656,Good
428,562,Fair
429,742,Very Good
430,654,Good
431,640,Good
432,775,Very Good
433,725,Very Good
434,524,Fair
435,848,Very Good
436,781,Very Good
437,438,Fair
438,570,Fair
439,690,Good
440,453,Fair
441,668,Good
442,709,Very Good
443,564,Fair
444,761,Very Good
445,840,Very Good
446,519,Fair
447,673,Good
448,816,Very Good
449,659,Good
450,819,Very Good
451,675,Good
452,841,Very Good
453,585,Fair
454,497,Fair
455,573,Fair
456,484,Fair
457,801,Very Good
458,485,Fair
459,432,Fair
460,778,Very Good
461,779,Very Good
462,815,Very Good
463,534,Fair
464,812,Very Good
465,853,Very Good
466,715,Very Good
467,527,Fair
468,607,Good
469,564,Fair
470,728,Very Good
471,814,Very Good
472,574,Fair
473,726,Very Good
474,510,Fair
475,541,Fair
476,678,Good
477,477,Fair
478,615,Good
479,685,Good
480,597,Fair
481,370,LOW
482,534,Fair
483,492,Fair
484,631,Good
485,587,Fair
486,850,Very Good
487,500,Fair
488,834,Very Good
489,592,Fair
490,605,Good
491,573,Fair
492,533,Fair
493,499,Fair
494,490,Fair
495,633,Good
496,388,LOW
497,746,Very Good
498,758,Very Good
499,490,Fair
500,793,Very Good
501,449,Fair
502,839,Very Good
503,647,Good
504,455,Fair
505,737,Very Good
506,488,Fair
507,809,Very Good
508,790,Very Good
509,713,Very Good
510,723,Very Good
511,481,Fair
512,800,Very Good
513,828,Very Good
514,827,Very Good
515,556,Fair
516,783,Very Good
517,770,Very Good
518,736,Very Good
519,618,Good
520,543,Fair
521,675,Good
522,633,Good
523,758,Very Good
524,624,Good
525,527,Fair
526,720,Very Good
527,636,Good
528,721,Very Good
529,800,Very Good
530,780,Very Good
531,681,Good
532,527,Fair
533,508,Fair
534,664,Good
535,747,Very Good
536,706,Very Good
537,517,Fair
538,488,Fair
539,831,Very Good
540,777,Very Good
541,617,Good
542,638,Good
543,739,Very Good
544,543,Fair
545,517,Fair
546,663,Good
547,543,Fair
548,731,Very Good
549,690,Good
550,717,Very Good
551,852,Very Good
552,621,Good
553,819,Very Good
554,524,Fair
555,492,Fair
556,652,Good
557,588,Fair
558,793,Very Good
559,595,Fair
560,846,Very Good
561,412,Fair
562,821,Very Good
563,389,LOW
564,773,Very Good
565,730,Very Good
566,808,Very Good
567,461,Fair
568,673,Good
569,676,Good
570,774,Very Good
571,671,Good
572,752,Very Good
573,665,Good
574,831,Very Good
575,603,Good
576,503,Fair
577,502,Fair
578,671,Good
579,420,Fair
580,677,Good
581,482,Fair
582,561,Fair
583,598,Fair
584,575,Fair
585,546,Fair
586,735,Very Good
587,712,Very Good
588,837,Very Good
589,595,Fair
590,839,Very Good
591,695,Good
592,771,Very Good
593,601,Good
594,726,Very Good
595,534,Fair
596,423,Fair
597,590,Fair
598,703,Very Good
599,676,Good
600,778,Very Good
601,650,Good
602,705,Very Good
603,362,LOW
604,776,Very Good
605,707,Very Good
606,836,Very Good
607,780,Very Good
608,678,Good
609,838,Very Good
610,658,Good
611,491,Fair
612,756,Very Good
613,655,Good
614,605,Good
615,775,Very Good
616,591,Fair
617,767,Very Good
618,875,Very Good
619,637,Good
620,707,Very Good
621,815,Very Good
622,451,Fair
623,764,Very Good
624,460,Fair
625,738,Very Good
626,736,Very Good
627,745,Very Good
628,804,Very Good
629,738,Very Good
630,509,Fair
631,771,Very Good
632,765,Very Good
633,521,Fair
634,407,Fair
635,810,Very Good
636,469,Fair
637,615,Good
638,585,Fair
639,782,Very Good
640,542,Fair
641,860,Very Good
642,619,Good
643,773,Very Good
644,800,Very Good
645,722,Very Good
646,639,Good
647,650,Good
648,823,Very Good
649,757,Very Good
650,834,Very Good
651,504,Fair
652,821,Very Good
653,724,Very Good
654,563,Fair
655,626,Good
656,763,Very Good
657,614,Good
658,847,Very Good
659,813,Very Good
660,746,Very Good
661,681,Good
662,803,Very Good
663,871,Very Good
664,627,Good
665,748,Very Good
666,745,Very Good
667,460,Fair
668,827,Very Good
669,698,Good
670,473,Fair
671,828,Very Good
672,523,Fair
673,481,Fair
674,804,Very Good
675,584,Fair
676,553,Fair
677,672,Good
678,487,Fair
679,725,Very Good
680,614,Good
681,754,Very Good
682,644,Good
683,563,Fair
684,484,Fair
685,663,Good
686,534,Fair
687,812,Very Good
688,460,Fair
689,653,Good
690,601,Good
691,655,Good
692,762,Very Good
693,714,Very Good
694,531,Fair
695,565,Fair
696,796,Very Good
697,552,Fair
698,434,Fair
699,799,Very Good
700,843,Very Good
701,764,Very Good
702,508,Fair
703,656,Good
704,635,Good
705,710,Very Good
706,637,Good
707,579,Fair
708,688,Good
709,847,Very Good
710,550,Fair
711,722,Very Good
712,827,Very Good
713,687,Good
714,640,Good
715,696,Good
716,420,Fair
717,629,Good
718,597,Fair
719,701,Very Good
720,596,Fair
721,465,Fair
722,866,Very Good
723,729,Very Good
724,558,Fair
725,674,Good
726,747,Very Good
727,669,Good
728,571,Fair
729,879,Very Good
730,592,Fair
731,770,Very Good
732,762,Very Good
733,529,Fair
734,622,Good
735,545,Fair
736,495,Fair
737,500,Fair
738,655,Good
739,490,Fair
740,601,Good
741,852,Very Good
742,797,Very Good
743,889,Very Good
744,581,Fair
745,815,Very Good
746,857,Very Good
747,641,Good
748,468,Fair
749,809,Very Good
750,746,Very Good
751,792,Very Good
752,511,Fair
753,768,Very Good
754,823,Very Good
755,753,Very Good
756,539,Fair
757,592,Fair
758,699,Good
759,834,Very Good
760,454,Fair
761,807,Very Good
762,824,Very Good
763,835,Very Good
764,846,Very Good
765,670,Good
766,461,Fair
767,572,Fair
768,616,Good
769,839,Very Good
770,518,Fair
771,662,Good
772,817,Very Good
773,763,Very Good
774,610,Good
775,797,Very Good
776,511,Fair
777,635,Good
778,787,Very Good
779,463,Fair
780,408,Fair
781,836,Very Good
782,634,Good
783,695,Good
784,627,Good
785,637,Good
786,587,Fair
787,793,Very Good
788,840,Very Good
789,510,Fair
790,514,Fair
791,557,Fair
792,745,Very Good
793,448,Fair
794,496,Fair
795,573,Fair
796,836,Very Good
797,618,Good
798,870,Very Good
799,674,Good
800,726,Very Good
801,862,Very Good
802,575,Fair
803,604,Good
804,663,Good
805,854,Very Good
806,550,Fair
807,546,Fair
808,666,Good
809,579,Fair
810,531,Fair
811,686,Good
812,639,Good
813,454,Fair
814,651,Good
815,565,Fair
816,703,Very Good
817,542,Fair
818,603,Good
819,836,Very Good
820,657,Good
821,702,Very Good
822,767,Very Good
823,690,Good
824,819,Very Good
825,694,Good
826,642,Good
827,733,Very Good
828,689,Good
829,669,Good
830,736,Very Good
831,408,Fair
832,621,Good
833,523,Fair
834,803,Very Good
835,689,Good
836,700,Good
837,744,Very Good
838,842,Very Good
839,621,Good
840,777,Very Good
841,763,Very Good
842,689,Good
843,847,Very Good
844,835,Very Good
845,878,Very Good
846,829,Very Good
847,733,Very Good
848,686,Good
849,833,Very Good
850,679,Good
851,797,Very Good
852,712,Very Good
853,663,Good
854,695,Good
855,784,Very Good
856,516,Fair
857,697,Good
858,655,Good
859,759,Very Good
860,388,LOW
861,620,Good
862,685,Good
863,610,Good
864,510,Fair
865,559,Fair
866,557,Fair
867,729,Very Good
868,669,Good
869,527,Fair
870,850,Very Good
871,643,Good
872,409,Fair
873,655,Good
874,463,Fair
875,609,Good
876,700,Good
877,826,Very Good
878,658,Good
879,586,Fair
880,452,Fair
881,606,Good
882,736,Very Good
883,480,Fair
884,543,Fair
885,785,Very Good
886,701,Very Good
887,832,Very Good
888,665,Good
889,818,Very Good
890,860,Very Good
891,393,LOW
892,637,Good
893,791,Very Good
894,853,Very Good
895,687,Good
896,679,Good
897,849,Very Good
898,630,Good
899,827,Very Good
900,611,Good
901,750,Very Good
902,807,Very Good
903,685,Good
904,803,Very Good
905,819,Very Good
906,714,Very Good
907,782,Very Good
908,864,Very Good
909,699,Good
910,666,Good
911,549,Fair
912,666,Good
913,621,Good
914,733,Very Good
915,865,Very Good
916,736,Very Good
917,620,Good
918,797,Very Good
919,649,Good
920,810,Very Good
921,640,Good
922,641,Good
923,548,Fair
924,759,Very Good
925,498,Fair
926,767,Very Good
927,593,Fair
928,627,Good
929,741,Very Good
930,740,Very Good
931,849,Very Good
932,636,Good
933,678,Good
934,664,Good
935,812,Very Good
936,511,Fair
937,426,Fair
938,818,Very Good
939,610,Good
940,722,Very Good
941,845,Very Good
942,744,Very Good
943,771,Very Good
944,554,Fair
945,636,Good
946,638,Good
947,413,Fair
948,502,Fair
949,747,Very Good
950,828,Very Good
951,745,Very Good
952,695,Good
953,528,Fair
954,763,Very Good
955,632,Good
956,531,Fair
957,650,Good
958,632,Good
959,634,Good
960,607,Good
961,668,Good
962,716,Very Good
963,573,Fair
964,560,Fair
965,839,Very Good
966,516,Fair
967,762,Very Good
968,404,Fair
969,812,Very Good
970,686,Good
971,739,Very Good
972,812,Very Good
973,724,Very Good
974,692,Good
975,570,Fair
976,704,Very Good
977,494,Fair
978,801,Very Good
979,510,Fair
980,597,Fair
981,620,Good
982,698,Good
983,689,Good
984,497,Fair
985,574,Fair
986,830,Very Good
987,557,Fair
988,756,Very Good
989,703,Very Good
990,809,Very Good
991,456,Fair
992,507,Fair
993,711,Very Good
994,708,Very Good
995,450,Fair
996,468,Fair
997,681,Good
998,646,Good
999,811,Very Good
1000,629,Good
1001,710,Very Good
1002,833,Very Good
1003,528,Fair
1004,612,Good
1005,629,Good
1006,764,Very Good
1007,642,Good
1008,720,Very Good
1009,818,Very Good
1010,543,Fair
1011,680,Good
1012,682,Good
1013,523,Fair
1014,731,Very Good
1015,451,Fair
1016,669,Good
1017,782,Very Good
1018,606,Good
1019,817,Very Good
1020,802,Very Good
1021,742,Very Good
1022,560,Fair
1023,781,Very Good
1024,683,Good
1025,819,Very Good
1026,669,Good
1027,720,Very Good
1028,542,Fair
1029,473,Fair
1030,859,Very Good
1031,537,Fair
1032,510,Fair
1033,741,Very Good
1034,677,Good
1035,850,Very Good
1036,768,Very Good
1037,720,Very Good
1038,681,Good
1039,487,Fair
1040,639,Good
1041,819,Very Good
1042,592,Fair
1043,888,Very Good
1044,696,Good
1045,717,Very Good
1046,619,Good
1047,842,Very Good
1048,750,Very Good
1049,489,Fair
1050,696,Good
1051,703,Very Good
1052,391,LOW
1053,594,Fair
1054,847,Very Good
1055,794,Very Good
1056,486,Fair
1057,603,Good
1058,705,Very Good
1059,716,Very Good
1060,854,Very Good
1061,602,Good
1062,835,Very Good
1063,576,Fair
1064,634,Good
1065,408,Fair
1066,640,Good
1067,620,Good
1068,797,Very Good
1069,696,Good
1070,547,Fair
1071,869,Very Good
1072,569,Fair
1073,859,Very Good
1074,633,Good
1075,819,Very Good
1076,643,Good
1077,763,Very Good
1078,875,Very Good
1079,788,Very Good
1080,808,Very Good
1081,846,Very Good
1082,721,Very Good
1083,561,Fair
1084,606,Good
1085,480,Fair
1086,636,Good
1087,605,Good
1088,437,Fair
1089,672,Good
1090,785,Very Good
1091,515,Fair
1092,578,Fair
1093,723,Very Good
1094,888,Very Good
1095,772,Very Good
1096,845,Very Good
1097,641,Good
1098,599,Fair
1099,427,Fair
1100,790,Very Good
1101,871,Very Good
1102,595,Fair
1103,705,Very Good
1104,658,Good
1105,468,Fair
1106,750,Very Good
1107,819,Very Good
1108,691,Good
1109,756,Very Good
1110,622,Good
1111,853,Very Good
1112,727,Very Good
1113,582,Fair
1114,607,Good
1115,600,Fair
1116,450,Fair
1117,704,Very Good
1118,601,Good
1119,818,Very Good
1120,592,Fair
1121,738,Very Good
1122,411,Fair
1123,715,Very Good
1124,756,Very Good
1125,742,Very Good
1126,512,Fair
1127,688,Good
1128,714,Very Good
1129,820,Very Good
1130,682,Good
1131,823,Very Good
1132,554,Fair
1133,462,Fair
1134,542,Fair
1135,579,Fair
1136,733,Very Good
1137,549,Fair
1138,463,Fair
1139,880,Very Good
1140,669,Good
1141,839,Very Good
1142,528,Fair
1143,671,Good
1144,721,Very Good
1145,648,Good
1146,526,Fair
1147,749,Very Good
1148,623,Good
1149,879,Very Good
1150,816,Very Good
1151,690,Good
1152,738,Very Good
1153,410,Fair
1154,446,Fair
1155,501,Fair
1156,654,Good
1157,865,Very Good
1158,779,Very Good
1159,809,Very Good
1160,873,Very Good
1161,577,Fair
1162,830,Very Good
1163,431,Fair
1164,524,Fair
1165,560,Fair
1166,831,Very Good
1167,711,Very Good
1168,831,Very Good
1169,721,Very Good
1170,754,Very Good
1171,678,Good
1172,638,Good
1173,602,Good
1174,660,Good
1175,763,Very Good
1176,762,Very Good
1177,617,Good
1178,629,Good
1179,781,Very Good
1180,674,Good
1181,845,Very Good
1182,721,Very Good
1183,431,Fair
1184,800,Very Good
1185,506,Fair
1186,702,Very Good
1187,639,Good
1188,677,Good
1189,593,Fair
1190,516,Fair
1191,609,Good
1192,719,Very Good
1193,678,Good
1194,669,Good
1195,462,Fair
1196,480,Fair
1197,700,Good
1198,493,Fair
1199,561,Fair
1200,668,Good
1201,757,Very Good
1202,891,Very Good
1203,518,Fair
1204,770,Very Good
1205,782,Very Good
1206,496,Fair
1207,853,Very Good
1208,837,Very Good
1209,845,Very Good
1210,754,Very Good
1211,757,Very Good
1212,671,Good
1213,822,Very Good
1214,583,Fair
1215,695,Good
1216,706,Very Good
1217,642,Good
1218,540,Fair
1219,751,Very Good
1220,502,Fair
1221,623,Good
1222,672,Good
1223,674,Good
1224,830,Very Good
1225,825,Very Good
1226,611,Good
1227,606,Good
1228,743,Very Good
1229,657,Good
1230,662,Good
1231,654,Good
1232,481,Fair
1233,895,Very Good
1234,545,Fair
1235,713,Very Good
1236,874,Very Good
1237,733,Very Good
1238,466,Fair
1239,773,Very Good
1240,476,Fair
1241,688,Good
1242,759,Very Good
1243,846,Very Good
1244,790,Very Good
1245,805,Very Good
1246,543,Fair
1247,803,Very Good
1248,484,Fair
1249,399,LOW
1250,409,Fair
1251,755,Very Good
1252,509,Fair
1253,648,Good
1254,797,Very Good
1255,740,Very Good
1256,677,Good
1257,578,Fair
1258,652,Good
1259,563,Fair
1260,606,Good
1261,781,Very Good
1262,742,Very Good
1263,568,Fair
1264,814,Very Good
1265,556,Fair
1266,685,Good
1267,741,Very Good
1268,759,Very Good
1269,786,Very Good
1270,660,Good
1271,852,Very Good
1272,482,Fair
1273,773,Very Good
1274,641,Good
1275,628,Good
1276,585,Fair
1277,803,Very Good
1278,774,Very Good
1279,720,Very Good
1280,702,Very Good
1281,607,Good
1282,507,Fair
1283,539,Fair
1284,787,Very Good
1285,598,Fair
1286,641,Good
1287,513,Fair
1288,684,Good
1289,536,Fair
1290,578,Fair
1291,622,Good
1292,728,Very Good
1293,680,Good
1294,772,Very Good
1295,813,Very Good
1296,632,Good
1297,390,LOW
1298,790,Very Good
1299,824,Very Good
1300,470,Fair
1301,669,Good
1302,652,Good
1303,789,Very Good
1304,657,Good
1305,821,Very Good
1306,612,Good
1307,835,Very Good
1308,760,Very Good
1309,748,Very Good
1310,848,Very Good
1311,873,Very Good
1312,729,Very Good
1313,656,Good
1314,563,Fair
1315,743,Very Good
1316,440,Fair
1317,584,Fair
1318,840,Very Good
1319,473,Fair
1320,541,Fair
1321,777,Very Good
1322,838,Very Good
1323,614,Good
1324,481,Fair
1325,701,Very Good
1326,743,Very Good
1327,465,Fair
1328,582,Fair
1329,628,Good
1330,845,Very Good
1331,701,Very Good
1332,520,Fair
1333,496,Fair
1334,719,Very Good
1335,636,Good
1336,859,Very Good
1337,521,Fair
1338,752,Very Good
1339,437,Fair
1340,509,Fair
1341,479,Fair
1342,740,Very Good
1343,383,LOW
1344,757,Very Good
1345,764,Very Good
1346,785,Very Good
1347,797,Very Good
1348,739,Very Good
1349,782,Very Good
1350,529,Fair
1351,822,Very Good
1352,607,Good
1353,833,Very Good
1354,848,Very Good
1355,521,Fair
1356,588,Fair
1357,790,Very Good
1358,687,Good
1359,667,Good
1360,675,Good
1361,751,Very Good
1362,566,Fair
1363,763,Very Good
1364,830,Very Good
1365,770,Very Good
1366,660,Good
1367,808,Very Good
1368,762,Very Good
1369,824,Very Good
1370,704,Very Good
1371,564,Fair
1372,502,Fair
1373,793,Very Good
1374,399,LOW
1375,477,Fair
1376,554,Fair
1377,843,Very Good
1378,499,Fair
1379,698,Good
1380,585,Fair
1381,571,Fair
1382,803,Very Good
1383,669,Good
1384,575,Fair
1385,692,Good
1386,866,Very Good
1387,417,Fair
1388,513,Fair
1389,472,Fair
1390,789,Very Good
1391,638,Good
1392,882,Very Good
1393,547,Fair
1394,661,Good
1395,772,Very Good
1396,405,Fair
1397,563,Fair
1398,793,Very Good
1399,851,Very Good
1400,714,Very Good
1401,472,Fair
1402,642,Good
1403,666,Good
1404,559,Fair
1405,591,Fair
1406,866,Very Good
1407,633,Good
1408,520,Fair
1409,543,Fair
1410,837,Very Good
1411,748,Very Good
1412,698,Good
1413,606,Good
1414,601,Good
1415,394,LOW
1416,570,Fair
1417,481,Fair
1418,605,Good
1419,611,Good
1420,859,Very Good
1421,532,Fair
1422,760,Very Good
1423,813,Very Good
1424,757,Very Good
1425,807,Very Good
1426,689,Good
1427,648,Good
1428,767,Very Good
1429,750,Very Good
1430,701,Very Good
1431,633,Good
1432,877,Very Good
1433,448,Fair
1434,763,Very Good
1435,538,Fair
1436,621,Good
1437,743,Very Good
1438,398,LOW
1439,757,Very Good
1440,812,Very Good
1441,574,Fair
1442,559,Fair
1443,689,Good
1444,663,Good
1445,504,Fair
1446,754,Very Good
1447,721,Very Good
1448,734,Very Good
1449,558,Fair
1450,835,Very Good
1451,482,Fair
1452,738,Very Good
1453,570,Fair
1454,528,Fair
1455,826,Very Good
1456,534,Fair
1457,648,Good
1458,749,Very Good
1459,628,Good
1460,637,Good
1461,571,Fair
1462,844,Very Good
1463,585,Fair
1464,680,Good
1465,615,Good
1466,544,Fair
1467,740,Very Good
1468,533,Fair
1469,635,Good
1470,781,Very Good
1471,539,Fair
1472,680,Good
1473,582,Fair
1474,659,Good
1475,770,Very Good
1476,694,Good
1477,868,Very Good
1478,437,Fair
1479,832,Very Good
1480,598,Fair
1481,796,Very Good
1482,880,Very Good
1483,695,Good
1484,651,Good
1485,831,Very Good
1486,728,Very Good
1487,767,Very Good
1488,785,Very Good
1489,391,LOW
1490,672,Good
1491,702,Very Good
1492,704,Very Good
1493,473,Fair
1494,677,Good
1495,389,LOW
1496,748,Very Good
1497,674,Good
1498,744,Very Good
1499,646,Good
1500,573,Fair
1501,528,Fair
1502,485,Fair
1503,500,Fair
1504,879,Very Good
1505,506,Fair
1506,775,Very Good
1507,386,LOW
1508,713,Very Good
1509,596,Fair
1510,810,Very Good
1511,656,Good
1512,642,Good
1513,744,Very Good
1514,698,Good
1515,605,Good
1516,582,Fair
1517,793,Very Good
1518,448,Fair
1519,668,Good
1520,829,Very Good
1521,591,Fair
1522,693,Good
1523,459,Fair
1524,413,Fair
1525,879,Very Good
1526,716,Very Good
1527,560,Fair
1528,855,Very Good
1529,509,Fair
1530,777,Very Good
1531,809,Very Good
1532,739,Very Good
1533,665,Good
1534,744,Very Good
1535,831,Very Good
1536,825,Very Good
1537,808,Very Good
1538,521,Fair
1539,600,Fair
1540,586,Fair
1541,751,Very Good
1542,589,Fair
1543,548,Fair
1544,758,Very Good
1545,637,Good
1546,558,Fair
1547,631,Good
1548,689,Good
1549,476,Fair
1550,613,Good
1551,640,Good
1552,548,Fair
1553,594,Fair
1554,730,Very Good
1555,769,Very Good
1556,481,Fair
1557,720,Very Good
1558,781,Very Good
1559,852,Very Good
1560,696,Good
1561,417,Fair
1562,817,Very Good
1563,662,Good
1564,787,Very Good
1565,644,Good
1566,762,Very Good
1567,815,Very Good
1568,847,Very Good
1569,841,Very Good
1570,728,Very Good
1571,797,Very Good
1572,793,Very Good
1573,800,Very Good
1574,657,Good
1575,506,Fair
1576,745,Very Good
1577,712,Very Good
1578,649,Good
1579,556,Fair
1580,866,Very Good
1581,794,Very Good
1582,675,Good
1583,490,Fair
1584,657,Good
1585,505,Fair
1586,809,Very Good
1587,721,Very Good
1588,759,Very Good
1589,460,Fair
1590,851,Very Good
1591,812,Very Good
1592,693,Good
1593,695,Good
1594,605,Good
1595,482,Fair
1596,630,Good
1597,703,Very Good
1598,548,Fair
1599,809,Very Good
1600,630,Good
1601,451,Fair
1602,781,Very Good
1603,613,Good
1604,579,Fair
1605,838,Very Good
1606,760,Very Good
1607,689,Good
1608,561,Fair
1609,523,Fair
1610,583,Fair
1611,755,Very Good
1612,811,Very Good
1613,628,Good
1614,590,Fair
1615,684,Good
1616,600,Fair
1617,718,Very Good
1618,801,Very Good
1619,658,Good
1620,683,Good
1621,451,Fair
1622,823,Very Good
1623,646,Good
1624,616,Good
1625,531,Fair
1626,639,Good
1627,528,Fair
1628,743,Very Good
1629,626,Good
1630,794,Very Good
1631,591,Fair
1632,762,Very Good
1633,667,Good
